device_id,device_mode_name,order_created_at,order_id,file_count,loc_1,loc_2,system_name,queue_duration_seconds,per_file_duration_avg_seconds,per_file_duration_max_seconds,per_file_duration_p95_seconds,device_duration_avg_seconds,device_duration_max_seconds,device_duration_p95_seconds,db_duration_avg_seconds,db_duration_max_seconds,db_duration_p95_seconds,inner_processing_duration_avg_seconds,inner_processing_duration_max_seconds,inner_processing_duration_p95_seconds,total_file_duration_minutes,total_duration_seconds
DEV-0146,EQP-050,2026-03-09 11:21:08.311967,ORD-007466,943,FAB-B,AREA-2,SYS-ALPHA,3,4,21,6,2,13,3,1,4,2,1,4,1,15,903
DEV-0118,TYP-042,2026-03-13 05:42:34.730017,ORD-007467,194,FAB-C,,SYS-GAMMA,275,5,13,13,3,4,6,1,3,3,2,6,4,4,330
DEV-0174,SER-017,2026-03-13 09:52:17.653507,ORD-007468,900,FAB-A,,SYS-ALPHA,8,5,24,12,3,16,7,1,3,2,1,5,3,18,1088
DEV-0127,EQP-028,2026-03-08 20:55:10.882115,ORD-007469,7,FAB-A,AREA-3,SYS-GAMMA,8,4,14,11,2,8,6,1,2,4,1,4,1,1,68
DEV-0031,SER-030,2026-03-07 12:41:20.283348,ORD-007470,233,FAB-C,AREA-3,SYS-GAMMA,39,5,11,15,2,4,8,2,4,5,1,3,2,4,279
DEV-0165,SER-015,2026-03-11 03:53:18.914512,ORD-007471,712,FAB-B,,SYS-BETA,2,6,20,10,3,9,6,2,7,2,1,4,2,17,1022
DEV-0153,MDL-032,2026-03-16 03:55:28.094635,ORD-007472,252,FAB-C,AREA-2,SYS-BETA,12,5,24,13,2,14,6,2,7,4,1,3,3,5,312
DEV-0007,MDL-007,2026-03-13 19:06:15.853642,ORD-007473,117,FAB-A,,SYS-ALPHA,20,7,20,17,4,14,10,2,3,4,1,3,3,3,200
DEV-0162,SER-025,2026-03-13 21:41:12.668089,ORD-007474,37,FAB-B,AREA-1,SYS-BETA,1,6,16,13,4,11,10,1,3,1,1,2,2,1,61
DEV-0037,EQP-049,2026-03-28 17:46:46.453326,ORD-007475,145,FAB-A,AREA-1,SYS-GAMMA,19,6,24,15,3,15,8,2,6,4,1,3,3,3,199
DEV-0117,SER-018,2026-03-17 16:38:44.633235,ORD-007476,42,FAB-A,AREA-3,SYS-BETA,1,4,21,6,1,12,3,2,6,2,1,3,1,1,61
DEV-0063,MDL-016,2026-03-18 04:41:15.821724,ORD-007477,6,FAB-A,AREA-2,SYS-GAMMA,2,7,19,16,5,12,11,1,4,2,1,3,3,1,62
DEV-0087,EQP-035,2026-03-22 11:05:19.131773,ORD-007478,44,FAB-A,AREA-3,SYS-ALPHA,1,5,23,13,2,17,8,2,3,3,1,3,2,1,61
DEV-0138,SER-006,2026-03-10 14:22:00.836197,ORD-007479,2984,FAB-B,AREA-3,SYS-ALPHA,1,6,24,15,3,17,9,1,2,2,2,5,4,74,4441
DEV-0121,SER-017,2026-03-09 13:31:55.142046,ORD-007480,4693,FAB-A,AREA-1,SYS-GAMMA,11,6,16,14,4,9,11,1,5,2,1,2,1,117,7031
DEV-0193,EQP-034,2026-03-26 01:43:53.705515,ORD-007481,1230,FAB-C,AREA-3,SYS-GAMMA,15,5,28,17,2,17,9,2,7,5,1,4,3,25,1515
DEV-0003,TYP-013,2026-03-07 22:07:32.255414,ORD-007482,276,FAB-C,,SYS-ALPHA,8,6,15,12,3,7,6,2,3,3,1,5,3,6,368
DEV-0189,SER-033,2026-03-11 23:57:50.004853,ORD-007483,3327,FAB-C,AREA-3,SYS-ALPHA,1,12,25,20,10,17,13,1,5,4,1,3,3,166,9961
DEV-0097,MDL-032,2026-03-28 11:52:23.053690,ORD-007484,639,FAB-B,AREA-1,SYS-ALPHA,13,7,15,13,4,7,8,2,4,2,1,4,3,18,1093
DEV-0091,,2026-03-08 06:03:00.830932,ORD-007485,15,FAB-C,AREA-1,SYS-GAMMA,8,5,19,11,2,10,5,2,5,5,1,4,1,1,68
DEV-0104,TYP-009,2026-03-17 16:14:06.618583,ORD-007486,186,FAB-A,AREA-3,SYS-BETA,15,5,19,16,2,11,9,2,3,4,1,5,3,3,195
DEV-0135,TYP-014,2026-03-10 09:04:12.621291,ORD-007487,22,FAB-B,AREA-3,SYS-BETA,50,7,22,9,4,17,5,2,3,3,1,2,1,1,110
DEV-0084,TYP-042,2026-03-20 05:59:45.025204,ORD-007488,64,FAB-B,,SYS-BETA,1,3,24,11,1,16,9,1,5,1,1,3,1,1,61
DEV-0148,MDL-036,2026-03-20 16:00:34.985581,ORD-007489,93,FAB-A,AREA-1,SYS-BETA,30,5,19,12,3,11,10,1,6,1,1,2,1,1,90
DEV-0191,EQP-028,2026-03-30 17:47:29.117179,ORD-007490,217,FAB-B,,SYS-GAMMA,13,4,22,8,1,14,4,2,5,3,1,3,1,3,193
DEV-0148,MDL-036,2026-03-23 08:21:57.846372,ORD-007491,39,FAB-A,AREA-1,SYS-BETA,1,7,16,13,3,9,5,2,4,4,2,3,4,1,61
DEV-0116,EQP-043,2026-03-08 22:41:43.319442,ORD-007492,1614,FAB-A,,SYS-BETA,5,5,14,10,2,5,4,2,6,5,1,3,1,33,1985
DEV-0190,,2026-03-31 06:34:23.371176,ORD-007493,208,FAB-B,,SYS-ALPHA,4,4,14,16,1,6,9,2,3,5,1,5,2,3,184
DEV-0135,TYP-014,2026-03-28 09:56:37.435947,ORD-007494,149,FAB-B,AREA-3,SYS-BETA,1,5,18,10,2,11,6,2,5,3,1,2,1,3,181
DEV-0117,SER-018,2026-03-23 22:16:42.705696,ORD-007495,41,FAB-A,AREA-3,SYS-BETA,19,5,18,10,2,7,4,2,7,4,1,4,2,1,79
DEV-0072,SER-019,2026-03-10 00:03:54.806799,ORD-007496,298,FAB-B,,SYS-ALPHA,19,7,24,15,5,18,8,1,4,4,1,2,3,8,499
DEV-0181,TYP-011,2026-03-04 21:17:32.868852,ORD-007497,14,FAB-C,AREA-1,SYS-ALPHA,14,7,22,16,4,14,10,2,5,4,1,3,2,1,74
DEV-0156,SER-006,2026-03-07 04:31:16.153670,ORD-007498,737,FAB-A,AREA-2,SYS-ALPHA,1,6,13,12,3,6,9,2,3,2,1,4,1,18,1081
DEV-0016,SER-018,2026-03-25 06:58:00.424451,ORD-007499,223,FAB-C,AREA-1,SYS-GAMMA,13,5,20,16,3,12,11,1,3,2,1,5,3,4,253
DEV-0076,MDL-031,2026-03-04 22:38:36.079175,ORD-007500,1823,FAB-C,AREA-2,SYS-ALPHA,261,8,18,18,7,10,12,2,6,5,1,2,1,60,4682
DEV-0179,TYP-009,2026-03-10 04:56:44.397096,ORD-007501,225,FAB-B,AREA-1,SYS-GAMMA,245,4,22,9,3,14,5,1,5,1,1,3,3,3,239
DEV-0097,MDL-032,2026-03-11 04:32:52.727991,ORD-007502,270,FAB-B,AREA-1,SYS-ALPHA,4,7,15,16,4,8,10,2,3,5,1,4,1,7,424
DEV-0135,TYP-014,2026-03-08 11:34:00.289190,ORD-007503,14,FAB-B,AREA-3,SYS-BETA,1,3,25,12,1,16,5,1,5,4,1,4,3,1,61
DEV-0037,EQP-049,2026-03-02 12:16:48.218208,ORD-007504,1961,FAB-A,AREA-1,SYS-GAMMA,1,5,25,6,2,16,3,2,7,2,1,2,1,40,2401
DEV-0168,,2026-03-21 10:34:47.646596,ORD-007505,943,FAB-A,AREA-1,SYS-BETA,2,5,15,14,2,7,6,2,5,5,1,3,3,19,1142
DEV-0057,,2026-03-22 22:02:21.955805,ORD-007506,1624,FAB-C,,SYS-ALPHA,9,16,24,20,13,16,14,2,5,3,1,3,3,108,6489
DEV-0014,SER-018,2026-03-26 16:32:09.523721,ORD-007507,26,FAB-B,AREA-3,SYS-ALPHA,175,7,23,15,7,17,13,1,3,1,1,3,1,1,183
DEV-0112,TYP-011,2026-03-23 10:05:19.964466,ORD-007508,172,FAB-C,AREA-1,SYS-BETA,10,6,18,15,4,11,10,1,5,3,1,2,2,4,250
DEV-0003,TYP-013,2026-03-06 15:40:49.998675,ORD-007509,497,FAB-C,,SYS-ALPHA,232,5,20,15,4,12,9,1,5,3,1,3,3,10,790
DEV-0026,MDL-038,2026-03-21 23:30:07.400776,ORD-007510,490,FAB-B,,SYS-BETA,12,6,19,8,2,12,3,2,3,3,2,4,2,12,732
DEV-0106,SER-044,2026-03-25 12:08:39.773945,ORD-007511,44,FAB-A,AREA-1,SYS-BETA,4,5,19,14,2,13,6,2,4,5,1,2,3,1,64
DEV-0008,EQP-023,2026-03-22 14:16:00.324410,ORD-007512,290,FAB-B,AREA-3,SYS-ALPHA,2,5,24,11,2,16,6,2,6,2,1,2,3,6,362
DEV-0114,TYP-013,2026-03-15 04:39:10.826161,ORD-007513,234,FAB-B,AREA-3,SYS-BETA,37,5,16,7,2,4,3,2,7,3,1,5,1,4,277
DEV-0159,MDL-022,2026-03-07 08:17:36.909719,ORD-007514,960,FAB-C,,SYS-BETA,32,5,28,12,2,17,5,2,7,4,1,4,3,20,1232
DEV-0146,EQP-050,2026-03-29 23:05:24.857231,ORD-007515,268,FAB-B,AREA-2,SYS-ALPHA,3,8,26,14,6,20,11,1,4,2,1,2,1,8,483
DEV-0085,,2026-03-16 06:51:00.369645,ORD-007516,200,FAB-A,AREA-1,SYS-BETA,1,5,25,10,2,17,5,2,5,4,1,3,1,4,241
DEV-0140,,2026-03-11 00:31:34.945684,ORD-007517,218,FAB-A,AREA-2,SYS-ALPHA,46,6,16,18,4,9,11,1,4,4,1,3,3,5,346
DEV-0069,MDL-032,2026-03-14 21:48:16.220067,ORD-007518,691,FAB-B,AREA-2,SYS-BETA,3,5,19,15,1,10,8,1,5,4,3,4,3,14,843
DEV-0014,SER-018,2026-03-30 12:28:25.059293,ORD-007519,505,FAB-B,AREA-3,SYS-ALPHA,3,5,25,18,1,15,9,2,5,5,2,5,4,10,603
DEV-0051,SER-002,2026-03-24 15:43:06.272318,ORD-007520,17,FAB-C,AREA-2,SYS-GAMMA,3,7,21,11,4,16,8,2,3,2,1,2,1,1,63
DEV-0121,SER-017,2026-03-03 13:55:56.767033,ORD-007521,884,FAB-A,AREA-1,SYS-GAMMA,25,4,17,14,2,9,9,1,3,2,1,5,3,14,865
DEV-0067,TYP-042,2026-03-11 12:59:12.454811,ORD-007522,22,FAB-C,AREA-1,SYS-ALPHA,7,3,17,9,1,9,6,1,6,1,1,2,2,1,67
DEV-0152,SER-017,2026-03-24 12:33:24.517483,ORD-007523,1776,FAB-A,AREA-3,SYS-GAMMA,4,6,19,15,4,10,10,1,4,2,1,5,3,44,2644
DEV-0076,MDL-031,2026-03-29 14:22:28.115370,ORD-007524,67,FAB-C,AREA-2,SYS-ALPHA,12,8,21,14,5,13,8,1,2,3,2,6,3,2,132
DEV-0139,,2026-03-13 07:01:07.863888,ORD-007525,627,FAB-A,AREA-3,SYS-ALPHA,25,6,20,10,3,13,5,2,5,3,1,2,2,15,925
DEV-0097,MDL-032,2026-03-17 21:05:57.116797,ORD-007526,19,FAB-B,AREA-1,SYS-ALPHA,27,3,18,12,1,12,8,1,3,1,1,3,3,1,87
DEV-0018,SER-030,2026-03-17 15:18:31.572249,ORD-007527,26,FAB-B,AREA-3,SYS-GAMMA,28,6,21,9,2,10,3,3,8,3,1,3,3,1,88
DEV-0006,SER-018,2026-03-06 00:16:09.582103,ORD-007528,92,FAB-A,AREA-2,SYS-BETA,20,15,26,25,12,19,20,2,3,4,1,4,1,5,320
DEV-0068,,2026-03-29 04:45:48.971768,ORD-007529,386,FAB-A,AREA-2,SYS-BETA,4,4,24,13,2,13,10,1,6,1,1,5,2,6,364
DEV-0105,,2026-03-07 09:40:54.120059,ORD-007530,16,FAB-A,AREA-3,SYS-ALPHA,1,3,11,5,1,3,2,1,5,1,1,3,2,1,61
DEV-0195,EQP-028,2026-03-28 09:41:05.837034,ORD-007531,358,FAB-C,AREA-3,SYS-BETA,7,5,9,7,3,5,4,1,2,1,1,2,2,7,427
DEV-0191,EQP-028,2026-03-28 15:42:53.952874,ORD-007532,221,FAB-B,,SYS-GAMMA,13,6,26,16,3,17,11,1,5,1,2,4,4,5,313
DEV-0135,TYP-014,2026-03-14 19:12:15.117463,ORD-007533,36,FAB-B,AREA-3,SYS-BETA,18,5,13,11,3,6,6,1,4,4,1,3,1,1,78
DEV-0016,SER-018,2026-03-16 10:09:27.469971,ORD-007534,230,FAB-C,AREA-1,SYS-GAMMA,1,6,18,15,3,7,7,2,6,5,1,5,3,5,301
DEV-0060,EQP-028,2026-03-23 09:57:08.312705,ORD-007535,761,FAB-B,,SYS-GAMMA,10,3,23,11,1,16,7,1,3,2,1,4,2,9,550
DEV-0017,TYP-041,2026-03-20 12:12:31.464547,ORD-007536,231,FAB-A,AREA-2,SYS-ALPHA,15,8,19,16,4,6,10,2,7,2,2,6,4,7,435
DEV-0094,,2026-03-06 05:00:40.427789,ORD-007537,99,FAB-A,AREA-2,SYS-BETA,12,4,23,10,1,14,5,2,5,2,1,4,3,1,72
DEV-0106,SER-044,2026-03-29 01:13:09.730450,ORD-007538,183,FAB-A,AREA-1,SYS-BETA,5,6,23,15,3,13,8,2,7,5,1,3,2,4,245
DEV-0032,,2026-03-12 19:15:18.077984,ORD-007539,22,FAB-A,AREA-1,SYS-GAMMA,14,3,24,10,1,15,4,1,6,4,1,3,2,1,74
DEV-0123,MDL-039,2026-03-25 18:34:20.670745,ORD-007540,35,FAB-C,AREA-1,SYS-BETA,17,5,10,8,2,4,4,2,3,2,1,3,2,1,77
DEV-0029,TYP-041,2026-03-09 11:52:32.941785,ORD-007541,189,FAB-A,,SYS-GAMMA,3,7,21,12,3,13,6,2,5,2,2,3,4,5,303
DEV-0013,SER-006,2026-03-01 17:35:54.811517,ORD-007542,301,FAB-A,AREA-1,SYS-BETA,12,6,27,16,3,15,10,2,7,5,1,5,1,7,432
DEV-0199,SER-002,2026-03-09 03:55:01.132591,ORD-007543,321,FAB-B,AREA-3,SYS-ALPHA,26,4,12,10,2,7,8,1,2,1,1,3,1,5,326
DEV-0181,TYP-011,2026-03-05 15:47:39.129486,ORD-007544,35,FAB-C,AREA-1,SYS-ALPHA,1,3,11,16,1,7,9,1,2,4,1,2,3,1,61
DEV-0030,TYP-005,2026-03-03 09:06:45.521018,ORD-007545,44,FAB-B,,SYS-GAMMA,12,5,13,11,2,6,6,2,4,2,1,3,3,1,72
DEV-0054,,2026-03-31 01:11:21.101842,ORD-007546,1042,FAB-A,AREA-3,SYS-ALPHA,25,6,14,13,2,4,9,2,6,2,2,4,2,26,1585
DEV-0182,TYP-020,2026-03-20 21:29:42.094377,ORD-007547,901,FAB-A,AREA-1,SYS-BETA,13,4,15,12,2,10,6,1,2,3,1,3,3,15,913
DEV-0065,SER-018,2026-03-22 10:19:41.188171,ORD-007548,845,FAB-B,AREA-2,SYS-ALPHA,39,4,16,6,1,5,2,2,6,2,1,5,2,14,879
DEV-0159,MDL-022,2026-03-24 10:06:28.882148,ORD-007549,30,FAB-C,,SYS-BETA,3,5,18,12,3,11,9,1,2,2,1,5,1,1,63
DEV-0140,,2026-03-29 12:05:35.694708,ORD-007550,43,FAB-A,AREA-2,SYS-ALPHA,20,6,20,12,3,12,7,2,4,4,1,4,1,1,80
DEV-0165,SER-015,2026-03-21 03:38:10.191297,ORD-007551,132,FAB-B,,SYS-BETA,6,4,22,8,2,11,5,1,6,1,1,5,2,2,126
DEV-0122,EQP-028,2026-03-29 04:34:19.076311,ORD-007552,13,FAB-B,AREA-3,SYS-BETA,10,5,16,17,2,6,9,2,5,5,1,5,3,1,70
DEV-0095,SER-019,2026-03-20 08:27:08.625263,ORD-007553,824,FAB-C,AREA-2,SYS-GAMMA,1,5,19,9,2,12,5,2,3,3,1,4,1,17,1021
DEV-0021,,2026-03-29 23:40:04.777417,ORD-007554,1787,FAB-B,,SYS-BETA,7,5,21,14,3,16,11,1,3,2,1,2,1,37,2227
DEV-0029,TYP-041,2026-03-22 07:53:28.982371,ORD-007555,93,FAB-A,,SYS-GAMMA,6,4,14,9,2,6,4,1,5,3,1,3,2,1,66
DEV-0053,TYP-041,2026-03-09 02:20:32.637771,ORD-007556,277,FAB-A,AREA-2,SYS-ALPHA,13,4,25,13,2,16,8,1,4,2,1,5,3,4,253
DEV-0196,,2026-03-21 00:04:44.398650,ORD-007557,187,FAB-A,AREA-1,SYS-BETA,2,4,17,10,1,8,6,2,6,2,1,3,2,3,182
DEV-0158,TYP-014,2026-03-27 10:32:15.345355,ORD-007558,996,FAB-A,,SYS-BETA,4,7,22,14,4,10,8,2,7,3,1,5,3,29,1744
DEV-0099,TYP-001,2026-03-03 05:16:38.596915,ORD-007559,92,FAB-B,AREA-2,SYS-GAMMA,9,5,13,11,2,5,5,2,6,5,1,2,1,1,69
DEV-0032,,2026-03-27 13:04:48.619200,ORD-007560,391,FAB-A,AREA-1,SYS-GAMMA,2,7,17,11,5,13,6,1,2,3,1,2,2,11,662
DEV-0194,,2026-03-02 10:02:31.961183,ORD-007561,1072,FAB-C,,SYS-BETA,5,5,24,13,2,16,7,2,6,3,1,2,3,22,1325
DEV-0123,MDL-039,2026-03-23 04:55:16.200477,ORD-007562,2916,FAB-C,AREA-1,SYS-BETA,13,4,15,10,2,10,8,1,2,1,1,3,1,48,2893
DEV-0014,SER-018,2026-03-24 00:50:35.033236,ORD-007563,107,FAB-B,AREA-3,SYS-ALPHA,13,4,12,7,1,3,2,2,4,4,1,5,1,1,73
DEV-0115,,2026-03-19 05:38:47.498231,ORD-007564,241,FAB-A,AREA-2,SYS-ALPHA,15,3,22,8,1,13,4,1,4,3,1,5,1,3,195
DEV-0108,TYP-048,2026-03-21 13:49:07.388603,ORD-007565,44,FAB-A,AREA-2,SYS-ALPHA,2,6,27,13,3,17,8,2,7,2,1,3,3,1,62
DEV-0112,TYP-011,2026-03-26 04:41:57.503083,ORD-007566,92,FAB-C,AREA-1,SYS-BETA,4,5,15,11,3,8,6,1,5,3,1,2,2,1,64
DEV-0117,SER-018,2026-03-28 12:11:26.586269,ORD-007567,19,FAB-A,AREA-3,SYS-BETA,58,8,28,16,5,17,10,2,7,5,1,4,1,1,118
DEV-0094,,2026-03-04 15:40:57.935615,ORD-007568,126,FAB-A,AREA-2,SYS-BETA,18,5,24,16,2,12,9,1,6,4,2,6,3,2,138
DEV-0153,MDL-032,2026-03-21 04:05:53.124166,ORD-007569,22,FAB-C,AREA-2,SYS-BETA,9,4,12,11,1,7,7,2,3,3,1,2,1,1,69
DEV-0163,TYP-020,2026-03-05 11:38:51.320027,ORD-007570,205,FAB-B,,SYS-GAMMA,35,20,30,29,18,23,25,1,4,2,1,3,2,17,1055
DEV-0006,SER-018,2026-03-21 12:28:50.164267,ORD-007571,42,FAB-A,AREA-2,SYS-BETA,9,17,30,28,14,21,22,2,7,3,1,2,3,2,129
DEV-0105,,2026-03-09 17:50:00.060038,ORD-007572,1975,FAB-A,AREA-3,SYS-ALPHA,8,3,18,10,1,11,5,1,3,4,1,4,1,24,1448
DEV-0057,,2026-03-10 00:06:50.242246,ORD-007573,37,FAB-C,,SYS-ALPHA,58,16,24,26,13,15,20,1,3,2,2,6,4,2,178
DEV-0171,TYP-012,2026-03-30 00:47:34.162942,ORD-007574,426,FAB-A,AREA-3,SYS-BETA,2,7,25,11,3,14,4,2,6,4,2,5,3,12,722
DEV-0108,TYP-048,2026-03-15 14:10:10.313284,ORD-007575,509,FAB-A,AREA-2,SYS-ALPHA,12,6,18,7,3,12,4,1,3,1,2,3,2,12,732
DEV-0171,TYP-012,2026-03-19 19:09:16.395901,ORD-007576,49,FAB-A,AREA-3,SYS-BETA,1,4,24,15,2,15,9,1,5,3,1,4,3,1,61
DEV-0095,SER-019,2026-03-26 19:11:53.565539,ORD-007577,163,FAB-C,AREA-2,SYS-GAMMA,12,4,11,10,1,3,4,2,3,4,1,5,2,2,132
DEV-0183,SER-037,2026-03-13 22:50:47.158405,ORD-007578,253,FAB-C,,SYS-BETA,9,6,27,15,3,17,9,2,7,4,1,3,2,6,369
DEV-0007,MDL-007,2026-03-06 17:56:42.409986,ORD-007579,43,FAB-A,,SYS-ALPHA,20,3,20,9,1,12,5,1,4,3,1,4,1,1,80
DEV-0043,SER-047,2026-03-08 13:23:52.934187,ORD-007580,110,FAB-B,AREA-1,SYS-GAMMA,271,5,23,12,4,16,7,1,4,4,1,3,1,2,170
DEV-0122,EQP-028,2026-03-27 07:00:50.684570,ORD-007581,1078,FAB-B,AREA-3,SYS-BETA,3,4,20,8,2,11,3,1,4,4,1,5,1,17,1023
DEV-0027,SER-015,2026-03-07 04:25:01.057116,ORD-007582,946,FAB-A,,SYS-ALPHA,4,3,14,13,1,3,6,1,6,4,1,5,3,11,664
DEV-0109,,2026-03-14 13:03:34.666771,ORD-007583,510,FAB-A,,SYS-ALPHA,5,7,16,17,4,8,11,2,6,3,1,2,3,14,845
DEV-0152,SER-017,2026-03-10 22:05:20.435919,ORD-007584,545,FAB-A,AREA-3,SYS-GAMMA,14,4,22,9,1,14,4,2,6,2,1,2,3,9,554
DEV-0112,TYP-011,2026-03-01 09:16:08.470998,ORD-007585,6,FAB-C,AREA-1,SYS-BETA,73,5,22,8,3,13,5,1,5,2,1,4,1,1,133
DEV-0173,MDL-022,2026-03-05 00:05:14.099385,ORD-007586,520,FAB-B,AREA-3,SYS-BETA,109,9,19,15,9,8,9,1,5,4,2,6,2,19,1488
DEV-0007,MDL-007,2026-03-13 20:59:10.597918,ORD-007587,258,FAB-A,,SYS-ALPHA,9,5,22,10,2,10,5,2,7,3,1,5,2,5,309
DEV-0037,EQP-049,2026-03-29 08:34:28.085879,ORD-007588,53,FAB-A,AREA-1,SYS-GAMMA,17,6,27,13,4,19,8,1,3,3,1,5,2,1,77
DEV-0132,EQP-027,2026-03-22 05:50:00.299124,ORD-007589,16,FAB-C,,SYS-GAMMA,7,7,21,13,4,16,6,2,3,4,1,2,3,1,67
DEV-0058,,2026-03-02 11:06:31.901683,ORD-007590,19,FAB-B,,SYS-ALPHA,62,5,11,8,3,6,5,1,2,1,1,3,2,1,122
DEV-0161,,2026-03-13 06:32:33.748690,ORD-007591,768,FAB-C,AREA-1,SYS-GAMMA,4,5,20,12,2,15,5,2,3,5,1,2,2,16,964
DEV-0196,,2026-03-20 09:44:36.125050,ORD-007592,1488,FAB-A,AREA-1,SYS-BETA,17,5,25,17,2,16,9,2,7,5,1,2,3,31,1877
DEV-0012,TYP-005,2026-03-21 09:15:03.421265,ORD-007593,37,FAB-A,AREA-2,SYS-BETA,6,5,14,9,3,6,5,1,4,3,1,4,1,1,66
DEV-0051,SER-002,2026-03-23 04:08:44.029855,ORD-007594,11,FAB-C,AREA-2,SYS-GAMMA,7,4,12,6,2,4,3,1,4,1,1,4,2,1,67
DEV-0194,,2026-03-09 01:38:48.539468,ORD-007595,934,FAB-C,,SYS-BETA,4,4,19,13,1,9,7,2,7,5,1,3,1,15,904
DEV-0035,TYP-011,2026-03-05 11:32:27.382542,ORD-007596,27,FAB-B,AREA-1,SYS-GAMMA,1,23,38,25,21,34,22,1,2,2,1,2,1,2,121
DEV-0188,EQP-028,2026-03-12 11:11:45.515682,ORD-007597,1582,FAB-C,AREA-3,SYS-ALPHA,1,6,12,16,3,5,11,2,4,3,1,3,2,39,2341
DEV-0175,TYP-048,2026-03-03 09:45:03.974212,ORD-007598,429,FAB-C,AREA-1,SYS-BETA,21,6,25,13,3,14,8,2,7,4,1,4,1,10,621
DEV-0169,MDL-038,2026-03-25 07:34:03.632410,ORD-007599,129,FAB-C,AREA-1,SYS-ALPHA,21,6,24,16,4,17,12,1,5,1,1,2,3,3,201
DEV-0103,MDL-003,2026-03-09 16:57:07.273725,ORD-007600,406,FAB-B,AREA-2,SYS-BETA,21,4,25,15,1,16,9,2,4,4,1,5,2,6,381
DEV-0080,MDL-039,2026-03-04 13:37:41.564241,ORD-007601,6,FAB-A,AREA-1,SYS-BETA,11,4,27,7,1,16,2,2,6,2,1,5,3,1,71
DEV-0062,EQP-026,2026-03-27 20:39:49.520021,ORD-007602,968,FAB-C,AREA-3,SYS-ALPHA,52,18,36,29,16,30,24,1,4,2,1,2,3,72,4372
DEV-0112,TYP-011,2026-03-16 19:59:51.669167,ORD-007603,62,FAB-C,AREA-1,SYS-BETA,4,4,21,10,2,15,5,1,4,4,1,2,1,1,64
DEV-0166,SER-002,2026-03-27 14:28:53.131490,ORD-007604,50,FAB-B,AREA-3,SYS-GAMMA,11,4,14,10,1,5,3,2,4,5,1,5,2,1,71
DEV-0190,,2026-03-30 07:27:03.605354,ORD-007605,22,FAB-B,,SYS-ALPHA,9,7,26,12,4,19,8,2,5,2,1,2,2,1,69
DEV-0044,EQP-050,2026-03-06 17:16:42.389903,ORD-007606,432,FAB-A,AREA-2,SYS-GAMMA,40,3,23,10,1,16,6,1,2,3,1,5,1,5,340
DEV-0077,SER-033,2026-03-07 17:38:06.172503,ORD-007607,1791,FAB-A,AREA-2,SYS-ALPHA,7,5,18,7,3,8,4,1,5,2,1,5,1,37,2227
DEV-0087,EQP-035,2026-03-13 03:56:29.746718,ORD-007608,270,FAB-A,AREA-3,SYS-ALPHA,9,4,15,14,2,5,7,1,5,4,1,5,3,4,249
DEV-0165,SER-015,2026-03-31 09:15:03.433131,ORD-007609,958,FAB-B,,SYS-BETA,50,6,14,14,595,1784,8,1,2,3,1,3,3,23,3205
DEV-0152,SER-017,2026-03-10 02:50:59.527051,ORD-007610,849,FAB-A,AREA-3,SYS-GAMMA,2,7,24,16,4,15,11,2,7,3,1,2,2,24,1442
DEV-0165,SER-015,2026-03-27 14:37:23.717909,ORD-007611,426,FAB-B,,SYS-BETA,3,7,22,12,4,12,7,2,7,4,1,3,1,12,723
DEV-0119,,2026-03-08 06:46:08.667161,ORD-007612,10,FAB-C,AREA-3,SYS-ALPHA,16,6,22,16,3,13,11,2,6,4,1,3,1,1,76
DEV-0084,TYP-042,2026-03-26 18:42:08.210581,ORD-007613,31,FAB-B,,SYS-BETA,16,6,15,13,3,5,6,2,5,4,1,5,3,1,76
DEV-0010,SER-006,2026-03-18 07:31:50.156083,ORD-007614,68,FAB-C,AREA-3,SYS-GAMMA,32,6,24,9,4,16,6,1,5,1,1,3,2,1,92
DEV-0086,TYP-040,2026-03-03 09:03:34.435060,ORD-007615,100,FAB-C,AREA-1,SYS-ALPHA,13,5,28,9,2,16,4,1,6,2,2,6,3,2,133
DEV-0148,MDL-036,2026-03-09 14:59:16.900706,ORD-007616,211,FAB-A,AREA-1,SYS-BETA,1,4,16,9,2,12,3,1,2,3,1,2,3,3,181
DEV-0020,EQP-021,2026-03-07 22:29:12.682632,ORD-007617,21,FAB-A,AREA-2,SYS-ALPHA,1,7,24,12,4,15,6,2,5,3,1,4,3,1,61
DEV-0059,MDL-007,2026-03-23 08:45:01.576521,ORD-007618,117,FAB-A,,SYS-BETA,17,5,19,15,3,10,11,1,5,3,1,4,1,2,137
DEV-0049,,2026-03-11 08:04:30.144521,ORD-007619,1781,FAB-C,,SYS-ALPHA,29,6,26,16,323,978,10,2,7,5,1,2,1,44,3630
DEV-0028,EQP-049,2026-03-17 09:29:01.946002,ORD-007620,398,FAB-A,AREA-1,SYS-ALPHA,68,22,33,26,20,25,22,1,5,3,1,3,1,36,2228
DEV-0000,TYP-048,2026-03-09 10:30:36.180016,ORD-007621,350,FAB-A,AREA-1,SYS-GAMMA,20,3,19,10,1,12,7,1,5,2,1,2,1,4,260
DEV-0045,MDL-031,2026-03-12 17:09:18.374054,ORD-007622,994,FAB-C,AREA-2,SYS-BETA,10,5,9,6,3,5,4,1,2,1,1,2,1,20,1210
DEV-0012,TYP-005,2026-03-30 01:14:49.275557,ORD-007623,774,FAB-A,AREA-2,SYS-BETA,22,3,19,7,1,14,2,1,3,4,1,2,1,9,562
