device_id,device_mode_name,order_created_at,order_id,file_count,loc_1,loc_2,system_name,queue_duration_seconds,per_file_duration_avg_seconds,per_file_duration_max_seconds,per_file_duration_p95_seconds,device_duration_avg_seconds,device_duration_max_seconds,device_duration_p95_seconds,db_duration_avg_seconds,db_duration_max_seconds,db_duration_p95_seconds,inner_processing_duration_avg_seconds,inner_processing_duration_max_seconds,inner_processing_duration_p95_seconds,total_file_duration_minutes,total_duration_seconds,_label,_is_slow_device
DEV-0054,,2026/03/02 10:49:14 PM,ORD-008671,46,FAB-B,,SYS-GAMMA,11,7,29,11,5,18,6,1,6,3,1,5,2,1,71,normal,False
DEV-0028,ENGINEERING,2026/03/31 04:40:15 AM,ORD-008672,17,FAB-C,,SYS-GAMMA,40,14,32,21,12,23,15,1,5,3,1,4,3,1,100,normal,True
DEV-0112,STANDBY,2026/03/07 05:26:16 PM,ORD-008673,21,FAB-C,AREA-3,SYS-GAMMA,4,8,24,17,6,13,13,1,6,3,1,5,1,1,64,normal,False
DEV-0199,STANDBY,2026/03/24 05:27:30 PM,ORD-008674,965,FAB-A,AREA-2,SYS-ALPHA,30,7,15,13,4,6,8,2,7,3,1,2,2,28,1710,normal,False
DEV-0195,,2026/03/09 09:38:48 PM,ORD-008675,191,FAB-B,AREA-3,SYS-ALPHA,26,5,25,9,3,18,5,1,3,1,1,4,3,3,206,normal,False
DEV-0083,STANDBY,2026/03/24 07:28:48 AM,ORD-008676,62,FAB-A,AREA-1,SYS-GAMMA,3,7,24,15,3,13,9,2,6,3,2,5,3,1,63,normal,False
DEV-0035,ENGINEERING,2026/03/18 11:40:06 AM,ORD-008677,1768,FAB-C,AREA-1,SYS-GAMMA,6,14,24,22,11,13,18,1,5,1,2,6,3,103,6186,normal,True
DEV-0030,,2026/03/20 03:20:38 PM,ORD-008678,31,FAB-C,AREA-3,SYS-GAMMA,6,4,25,11,2,17,5,1,5,3,1,3,3,1,66,normal,False
DEV-0115,,2026/03/19 02:07:15 PM,ORD-008679,187,FAB-C,AREA-3,SYS-GAMMA,16,3,23,11,1,13,6,1,5,3,1,5,2,2,136,normal,False
DEV-0024,ENGINEERING,2026/03/22 04:02:06 AM,ORD-008680,229,FAB-C,AREA-3,SYS-GAMMA,1,6,22,10,3,11,6,2,7,3,1,4,1,5,301,normal,False
DEV-0008,STANDBY,2026/03/21 03:37:00 AM,ORD-008681,221,FAB-B,AREA-3,SYS-ALPHA,20,5,21,15,1,10,7,2,6,5,2,5,3,4,260,normal,False
DEV-0144,,2026/03/07 01:30:01 AM,ORD-008682,699,FAB-B,AREA-1,SYS-BETA,27,7,27,14,4,18,8,2,7,3,1,2,3,20,1227,normal,False
DEV-0015,STANDBY,2026/03/07 01:59:08 PM,ORD-008683,1581,FAB-B,AREA-2,SYS-GAMMA,10,6,21,15,3,15,9,2,3,5,1,3,1,39,2350,normal,False
DEV-0186,ENGINEERING,2026/03/25 11:41:35 AM,ORD-008684,1753,FAB-A,AREA-2,SYS-BETA,37,5,23,9,2,14,5,2,4,2,1,5,2,36,2197,normal,False
DEV-0162,PRODUCTION,2026/03/31 11:27:11 AM,ORD-008685,25,FAB-A,AREA-3,SYS-ALPHA,17,7,23,14,5,16,8,1,5,3,1,2,3,1,77,normal,False
DEV-0161,STANDBY,2026/03/24 01:48:15 PM,ORD-008686,8,FAB-B,AREA-2,SYS-GAMMA,25,3,18,7,1,12,2,1,3,4,1,3,1,1,85,normal,False
DEV-0117,,2026/03/15 06:58:32 AM,ORD-008687,855,FAB-C,AREA-2,SYS-GAMMA,2,4,25,7,1,14,2,1,5,1,2,6,4,14,842,normal,False
DEV-0080,STANDBY,2026/03/29 10:20:51 PM,ORD-008688,269,FAB-A,,SYS-GAMMA,16,5,15,15,2,5,8,1,5,4,2,5,3,5,316,normal,False
DEV-0116,ENGINEERING,2026/03/07 06:59:51 PM,ORD-008689,176,FAB-A,,SYS-GAMMA,12,4,25,15,2,14,9,1,6,3,1,5,3,2,132,normal,False
DEV-0042,,2026/03/02 06:28:28 AM,ORD-008690,3882,FAB-C,AREA-2,SYS-BETA,1,9,23,19,7,13,14,1,6,4,1,4,1,145,8701,normal,False
DEV-0001,,2026/03/13 07:58:12 PM,ORD-008691,271,FAB-A,AREA-1,SYS-ALPHA,31,6,20,17,3,9,11,1,5,4,2,6,2,6,391,normal,False
DEV-0196,PRODUCTION,2026/03/06 12:20:59 PM,ORD-008692,1372,FAB-B,,SYS-ALPHA,12,5,29,15,3,18,10,1,6,3,1,5,2,28,1692,normal,False
DEV-0190,ENGINEERING,2026/03/26 03:12:57 AM,ORD-008693,133,FAB-B,AREA-2,SYS-BETA,16,9,24,21,5,15,13,2,4,5,2,5,3,4,256,normal,False
DEV-0077,PRODUCTION,2026/03/06 07:21:59 PM,ORD-008694,386,FAB-B,AREA-1,SYS-ALPHA,31,4,21,9,1,13,3,2,4,5,1,4,1,6,391,normal,False
DEV-0184,STANDBY,2026/03/17 02:26:12 PM,ORD-008695,224,FAB-B,AREA-3,SYS-BETA,8,5,22,11,2,14,7,2,5,3,1,3,1,4,248,normal,False
DEV-0131,ENGINEERING,2026/03/28 09:22:47 AM,ORD-008696,43,FAB-A,,SYS-ALPHA,9,6,18,14,2,10,9,3,4,3,1,4,2,1,69,normal,False
DEV-0033,STANDBY,2026/03/29 11:36:04 PM,ORD-008697,42,FAB-B,AREA-2,SYS-BETA,5,6,27,15,3,18,9,2,4,5,1,5,1,1,65,normal,False
DEV-0129,PRODUCTION,2026/03/08 03:43:24 PM,ORD-008698,664,FAB-A,,SYS-ALPHA,4,6,19,9,3,12,5,2,4,2,1,3,2,16,964,normal,False
DEV-0143,,2026/03/29 09:32:30 AM,ORD-008699,628,FAB-B,AREA-1,SYS-GAMMA,2,4,15,8,2,7,4,1,5,2,1,3,2,10,602,normal,False
DEV-0095,ENGINEERING,2026/03/12 06:16:14 AM,ORD-008700,378,FAB-C,AREA-1,SYS-BETA,30,6,16,13,3,11,8,1,2,1,2,3,4,9,570,normal,False
DEV-0057,ENGINEERING,2026/03/08 04:08:53 PM,ORD-008701,999,FAB-A,AREA-2,SYS-GAMMA,8,10,20,17,8,12,12,1,3,2,1,5,3,41,2468,normal,True
DEV-0019,ENGINEERING,2026/03/16 01:01:26 AM,ORD-008702,793,FAB-C,AREA-3,SYS-ALPHA,649,5,18,12,2,8,7,1,5,2,2,5,3,16,1609,queue_stuck,False
DEV-0064,PRODUCTION,2026/03/29 02:35:27 AM,ORD-008703,1656,FAB-B,AREA-3,SYS-BETA,12,7,25,12,4,18,6,2,5,4,1,2,2,48,2892,normal,False
DEV-0033,STANDBY,2026/03/20 12:41:18 PM,ORD-008704,37,FAB-B,AREA-2,SYS-BETA,18,8,23,15,5,14,11,1,5,1,2,4,3,1,78,normal,False
DEV-0062,,2026/03/27 01:42:37 AM,ORD-008705,188,FAB-B,,SYS-ALPHA,13,23,42,30,20,34,25,2,3,3,1,5,2,18,1093,normal,True
DEV-0108,,2026/03/08 12:49:32 PM,ORD-008706,28,FAB-B,AREA-3,SYS-BETA,32,6,26,11,3,16,7,2,6,2,1,4,2,1,92,normal,False
DEV-0099,ENGINEERING,2026/03/10 01:16:20 AM,ORD-008707,1638,FAB-B,AREA-2,SYS-GAMMA,9,7,15,11,4,8,6,2,3,2,1,4,3,47,2829,normal,False
DEV-0014,STANDBY,2026/03/09 06:37:53 PM,ORD-008708,47,FAB-B,AREA-3,SYS-ALPHA,25,7,14,15,3,5,7,2,5,5,2,4,3,1,85,normal,False
DEV-0108,,2026/03/05 06:29:20 AM,ORD-008709,1788,FAB-B,AREA-3,SYS-BETA,5,5,20,18,2,8,10,2,7,5,1,5,3,37,2225,normal,False
DEV-0077,PRODUCTION,2026/03/29 05:37:16 PM,ORD-008710,24,FAB-B,AREA-1,SYS-ALPHA,3,5,16,14,3,9,10,1,2,2,1,5,2,1,63,normal,False
DEV-0003,ENGINEERING,2026/03/24 09:14:46 PM,ORD-008711,681,FAB-C,,SYS-ALPHA,7,7,20,13,4,10,8,2,5,2,1,5,3,19,1147,normal,False
DEV-0010,PRODUCTION,2026/03/12 06:18:27 AM,ORD-008712,34,FAB-C,AREA-3,SYS-GAMMA,3,7,24,12,4,12,7,2,7,3,1,5,2,1,63,normal,False
DEV-0030,,2026/03/05 12:51:16 PM,ORD-008713,222,FAB-C,AREA-3,SYS-GAMMA,32,6,25,15,3,18,9,2,5,3,1,2,3,5,332,normal,False
DEV-0051,ENGINEERING,2026/03/02 03:41:16 PM,ORD-008714,525,FAB-C,,SYS-ALPHA,17,6,18,15,4,8,10,1,6,4,1,4,1,13,797,normal,False
DEV-0177,STANDBY,2026/03/19 11:10:45 PM,ORD-008715,39,FAB-B,AREA-3,SYS-GAMMA,10,8,16,16,4,9,9,2,4,5,2,3,2,1,70,normal,False
DEV-0014,STANDBY,2026/03/11 06:25:27 AM,ORD-008716,105,FAB-B,AREA-3,SYS-ALPHA,43,5,10,10,3,5,5,1,2,2,1,3,3,2,163,normal,False
DEV-0152,PRODUCTION,2026/03/23 02:45:34 AM,ORD-008717,132,FAB-B,,SYS-BETA,6,7,24,16,4,13,10,2,6,4,1,5,2,3,186,normal,False
DEV-0085,ENGINEERING,2026/03/16 02:33:55 AM,ORD-008718,554,FAB-C,AREA-3,SYS-ALPHA,5,5,19,16,2,7,10,2,7,5,1,5,1,11,665,normal,False
DEV-0154,,2026/03/27 02:29:20 PM,ORD-008719,43,FAB-B,,SYS-BETA,10,3,20,5,1,12,2,1,5,1,1,3,2,1,70,normal,False
DEV-0074,ENGINEERING,2026/03/27 11:31:58 AM,ORD-008720,554,FAB-C,AREA-3,SYS-ALPHA,9,7,20,20,4,8,12,2,7,5,1,5,3,16,969,normal,False
DEV-0112,STANDBY,2026/03/25 03:00:43 AM,ORD-008721,1172,FAB-C,AREA-3,SYS-GAMMA,2,5,28,12,2,17,7,2,6,2,1,5,3,24,1442,normal,False
DEV-0197,PRODUCTION,2026/03/28 01:57:43 AM,ORD-008722,684,FAB-B,,SYS-ALPHA,38,3,9,14,1,3,9,1,3,4,1,3,1,8,518,normal,False
DEV-0150,PRODUCTION,2026/03/17 10:15:50 AM,ORD-008723,1545,FAB-B,AREA-1,SYS-ALPHA,50,4,19,9,1,7,4,2,7,3,1,5,2,25,1550,normal,False
DEV-0177,STANDBY,2026/03/13 02:32:30 PM,ORD-008724,229,FAB-B,AREA-3,SYS-GAMMA,11,6,19,13,289,871,7,2,4,3,1,2,3,5,1169,device_timeout,False
DEV-0160,PRODUCTION,2026/03/09 06:57:41 PM,ORD-008725,27,FAB-C,AREA-2,SYS-BETA,38,6,18,15,2,10,7,2,4,5,2,4,3,1,98,normal,False
DEV-0089,STANDBY,2026/03/16 08:10:32 PM,ORD-008726,456,FAB-A,,SYS-GAMMA,21,4,19,10,2,11,5,1,6,3,1,2,2,7,441,normal,False
DEV-0082,STANDBY,2026/03/04 11:23:03 AM,ORD-008727,37,FAB-C,AREA-1,SYS-ALPHA,1,5,22,13,3,16,10,1,3,2,1,3,1,1,61,normal,False
DEV-0088,PRODUCTION,2026/03/22 03:47:01 PM,ORD-008728,524,FAB-A,AREA-3,SYS-ALPHA,46,7,20,18,5,9,13,1,6,3,1,5,2,15,946,normal,False
DEV-0107,STANDBY,2026/03/05 05:32:34 PM,ORD-008729,28,FAB-A,AREA-1,SYS-GAMMA,16,5,17,14,2,10,8,1,4,3,2,3,3,1,76,normal,False
DEV-0135,STANDBY,2026/03/04 04:01:26 AM,ORD-008730,291,FAB-C,,SYS-GAMMA,11,6,24,14,3,16,8,1,3,2,2,5,4,7,431,normal,False
DEV-0149,ENGINEERING,2026/03/29 05:34:24 AM,ORD-008731,751,FAB-B,AREA-2,SYS-GAMMA,17,3,20,11,1,16,6,1,2,4,1,2,1,9,557,normal,False
DEV-0012,PRODUCTION,2026/03/09 06:54:37 AM,ORD-008732,3378,FAB-A,AREA-2,SYS-BETA,25,5,20,13,2,13,8,2,3,4,1,4,1,70,4225,normal,False
DEV-0180,ENGINEERING,2026/03/04 02:04:09 AM,ORD-008733,498,FAB-C,,SYS-GAMMA,8,6,26,13,3,15,8,2,7,3,1,4,2,12,728,normal,False
DEV-0024,ENGINEERING,2026/03/11 05:50:43 PM,ORD-008734,1426,FAB-C,AREA-3,SYS-GAMMA,7,5,13,14,2,7,6,2,4,5,1,2,3,29,1747,normal,False
DEV-0040,ENGINEERING,2026/03/26 04:41:37 AM,ORD-008735,303,FAB-C,AREA-1,SYS-ALPHA,23,6,25,8,4,18,6,1,2,1,1,5,1,7,443,normal,False
DEV-0038,STANDBY,2026/03/19 10:33:53 PM,ORD-008736,997,FAB-B,AREA-1,SYS-ALPHA,7,5,23,10,3,13,7,1,5,1,1,5,2,20,1207,normal,False
DEV-0192,PRODUCTION,2026/03/26 04:41:14 PM,ORD-008737,879,FAB-A,AREA-3,SYS-GAMMA,12,4,27,13,2,16,9,1,6,2,1,5,2,14,852,normal,False
DEV-0051,ENGINEERING,2026/03/14 01:30:18 PM,ORD-008738,18,FAB-C,,SYS-ALPHA,6,8,19,9,5,11,6,2,6,2,1,2,1,1,66,normal,False
DEV-0118,STANDBY,2026/03/19 12:48:39 PM,ORD-008739,931,FAB-B,AREA-1,SYS-BETA,1,6,18,12,3,11,7,1,4,3,2,3,2,23,1381,normal,False
DEV-0065,STANDBY,2026/03/27 10:38:40 AM,ORD-008740,8,FAB-B,,SYS-ALPHA,1,4,18,7,2,8,3,1,5,2,1,5,2,1,61,normal,False
DEV-0163,PRODUCTION,2026/03/19 09:26:32 AM,ORD-008741,12,FAB-B,,SYS-BETA,4,14,26,18,11,18,13,2,6,2,1,2,3,1,64,normal,True
DEV-0191,PRODUCTION,2026/03/08 02:11:14 PM,ORD-008742,188,FAB-C,AREA-2,SYS-BETA,17,3,20,12,1,11,8,1,6,1,1,3,3,2,137,normal,False
DEV-0097,ENGINEERING,2026/03/02 02:19:39 AM,ORD-008743,80,FAB-A,,SYS-ALPHA,36,3,21,6,1,14,2,1,4,1,1,3,3,1,96,normal,False
DEV-0168,,2026/03/09 09:17:27 AM,ORD-008744,206,FAB-B,AREA-1,SYS-BETA,1,8,19,15,5,9,9,2,5,4,1,5,2,6,361,normal,False
DEV-0166,PRODUCTION,2026/03/03 07:11:07 AM,ORD-008745,1386,FAB-B,,SYS-GAMMA,17,4,11,14,1,3,8,2,6,5,1,2,1,23,1397,normal,False
DEV-0061,PRODUCTION,2026/03/30 01:46:56 AM,ORD-008746,198,FAB-A,AREA-2,SYS-ALPHA,17,7,20,13,4,10,6,2,7,5,1,3,2,5,317,normal,False
DEV-0043,,2026/03/05 05:28:51 AM,ORD-008747,730,FAB-A,AREA-2,SYS-GAMMA,5,6,27,15,2,17,8,2,4,5,2,6,2,18,1085,normal,False
DEV-0087,PRODUCTION,2026/03/23 07:55:31 AM,ORD-008748,185,FAB-A,,SYS-BETA,1,6,13,11,4,7,6,1,2,2,1,4,3,4,241,normal,False
DEV-0021,STANDBY,2026/03/14 05:16:38 AM,ORD-008749,1642,FAB-A,AREA-2,SYS-GAMMA,9,3,12,9,1,4,4,1,4,3,1,4,2,20,1209,normal,False
DEV-0090,,2026/03/19 03:23:49 AM,ORD-008750,35,FAB-C,AREA-1,SYS-ALPHA,17,7,18,17,4,10,11,2,5,4,1,3,2,1,77,normal,False
DEV-0129,PRODUCTION,2026/03/11 07:40:27 PM,ORD-008751,885,FAB-A,,SYS-ALPHA,29,3,13,10,1,6,5,1,4,3,1,3,2,11,689,normal,False
DEV-0068,PRODUCTION,2026/03/09 06:05:03 PM,ORD-008752,39,FAB-C,,SYS-GAMMA,70,7,16,14,4,6,10,2,7,2,1,3,2,1,130,normal,False
DEV-0144,,2026/03/15 10:59:15 AM,ORD-008753,1550,FAB-B,AREA-1,SYS-BETA,23,5,20,14,2,12,7,2,4,5,1,4,2,32,1943,normal,False
DEV-0192,PRODUCTION,2026/03/19 09:50:26 PM,ORD-008754,189,FAB-A,AREA-3,SYS-GAMMA,44,7,21,12,5,17,10,1,2,1,1,2,1,5,344,normal,False
DEV-0035,ENGINEERING,2026/03/21 12:01:09 AM,ORD-008755,33,FAB-C,AREA-1,SYS-GAMMA,2,10,28,17,8,20,12,1,6,4,1,2,1,1,62,normal,True
DEV-0127,ENGINEERING,2026/03/24 09:04:30 AM,ORD-008756,21,FAB-C,,SYS-BETA,17,5,21,11,1,14,3,2,4,4,2,3,4,1,77,normal,False
DEV-0134,,2026/03/21 03:28:02 AM,ORD-008757,747,FAB-B,AREA-3,SYS-ALPHA,66,4,12,11,2,4,6,1,4,2,1,4,3,12,786,normal,False
DEV-0101,ENGINEERING,2026/03/28 04:04:56 PM,ORD-008758,1568,FAB-A,,SYS-BETA,9,8,26,13,5,15,10,2,7,2,1,4,1,52,3129,normal,False
DEV-0079,STANDBY,2026/03/10 01:07:30 AM,ORD-008759,914,FAB-A,AREA-2,SYS-BETA,21,3,14,11,1,6,7,1,3,2,1,5,2,11,681,normal,False
DEV-0130,ENGINEERING,2026/03/09 09:18:12 PM,ORD-008760,25,FAB-C,,SYS-ALPHA,5,6,23,18,3,11,11,2,7,5,1,5,2,1,65,normal,False
DEV-0136,ENGINEERING,2026/03/30 01:11:03 AM,ORD-008761,1970,FAB-B,,SYS-ALPHA,10,5,26,10,3,15,7,1,6,2,1,5,1,41,2470,normal,False
DEV-0175,PRODUCTION,2026/03/28 06:53:46 PM,ORD-008762,3563,FAB-B,AREA-3,SYS-ALPHA,9,6,24,15,3,14,10,2,5,4,1,5,1,89,5349,normal,False
DEV-0091,PRODUCTION,2026/03/12 11:14:02 AM,ORD-008763,40,FAB-C,AREA-2,SYS-GAMMA,44,3,16,13,1,10,9,1,2,2,1,4,2,1,104,normal,False
DEV-0051,ENGINEERING,2026/03/22 08:43:25 AM,ORD-008764,45,FAB-C,,SYS-ALPHA,25,7,22,9,4,12,5,1,5,2,2,5,2,1,85,normal,False
DEV-0042,,2026/03/08 02:14:57 AM,ORD-008765,1757,FAB-C,AREA-2,SYS-BETA,2,7,24,14,4,18,9,1,2,1,2,4,4,51,3062,normal,False
DEV-0179,ENGINEERING,2026/03/17 12:14:44 PM,ORD-008766,215,FAB-C,,SYS-BETA,32,8,16,18,5,9,12,2,4,3,1,3,3,7,452,normal,False
DEV-0070,PRODUCTION,2026/03/10 08:12:43 PM,ORD-008767,17,FAB-C,AREA-1,SYS-GAMMA,21,24,36,31,21,29,26,2,5,3,1,2,2,1,81,normal,True
DEV-0019,ENGINEERING,2026/03/31 08:06:01 AM,ORD-008768,662,FAB-C,AREA-3,SYS-ALPHA,21,5,27,12,3,18,5,1,5,4,1,4,3,13,801,normal,False
DEV-0061,PRODUCTION,2026/03/09 09:18:47 PM,ORD-008769,754,FAB-A,AREA-2,SYS-ALPHA,49,4,17,13,1,8,8,2,4,3,1,5,2,12,769,normal,False
DEV-0122,ENGINEERING,2026/03/08 01:22:12 AM,ORD-008770,10,FAB-C,AREA-1,SYS-BETA,32,6,22,12,3,12,7,2,6,2,1,4,3,1,92,normal,False
DEV-0011,STANDBY,2026/03/15 05:43:41 PM,ORD-008771,1060,FAB-C,AREA-2,SYS-GAMMA,36,5,13,8,1,3,4,3,7,3,1,3,1,22,1356,normal,False
DEV-0111,ENGINEERING,2026/03/08 04:58:48 AM,ORD-008772,1750,FAB-B,,SYS-ALPHA,10,6,25,13,3,15,7,2,5,5,1,5,1,43,2590,normal,False
DEV-0012,PRODUCTION,2026/03/02 07:33:24 AM,ORD-008773,2449,FAB-A,AREA-2,SYS-BETA,24,7,19,15,5,13,11,1,4,2,1,2,2,71,4284,normal,False
DEV-0077,PRODUCTION,2026/03/16 01:38:23 AM,ORD-008774,9,FAB-B,AREA-1,SYS-ALPHA,12,7,19,16,4,7,9,2,7,5,1,5,2,1,72,normal,False
DEV-0022,STANDBY,2026/03/06 01:17:53 AM,ORD-008775,10,FAB-A,,SYS-BETA,1,7,13,16,4,6,12,2,3,2,1,4,2,1,61,normal,False
DEV-0041,,2026/03/20 05:48:34 AM,ORD-008776,42,FAB-A,AREA-2,SYS-ALPHA,11,8,16,16,5,7,8,2,7,5,1,2,3,1,71,normal,False
DEV-0080,STANDBY,2026/03/07 06:17:41 AM,ORD-008777,976,FAB-A,,SYS-GAMMA,9,7,16,12,4,7,7,1,5,3,2,4,2,28,1689,normal,False
DEV-0085,ENGINEERING,2026/03/22 10:58:20 AM,ORD-008778,134,FAB-C,AREA-3,SYS-ALPHA,162,4,13,12,1,6,9,1,4,1,2,3,2,2,183,user_burst,False
DEV-0182,STANDBY,2026/03/08 10:34:36 AM,ORD-008779,241,FAB-A,,SYS-GAMMA,8,3,23,6,1,16,2,1,3,1,1,4,3,3,188,normal,False
DEV-0139,ENGINEERING,2026/03/13 09:28:33 PM,ORD-008780,937,FAB-A,,SYS-GAMMA,16,8,18,17,5,12,12,2,3,2,1,3,3,31,1876,normal,False
DEV-0044,STANDBY,2026/03/14 09:14:20 AM,ORD-008781,367,FAB-B,AREA-3,SYS-BETA,6,5,14,15,2,4,9,2,6,4,1,4,2,7,426,normal,False
DEV-0055,PRODUCTION,2026/03/04 11:39:38 PM,ORD-008782,1139,FAB-C,AREA-1,SYS-ALPHA,12,5,25,11,1,16,3,3,5,6,1,4,2,23,1392,normal,False
DEV-0059,STANDBY,2026/03/11 05:55:37 PM,ORD-008783,43,FAB-B,AREA-2,SYS-ALPHA,2,4,20,15,1,13,9,2,5,3,1,2,3,1,62,normal,False
DEV-0088,PRODUCTION,2026/03/11 01:36:31 AM,ORD-008784,42,FAB-A,AREA-3,SYS-ALPHA,18,7,24,10,4,13,6,2,7,2,1,4,2,1,78,normal,False
DEV-0120,STANDBY,2026/03/25 11:54:24 PM,ORD-008785,523,FAB-B,,SYS-BETA,314,5,11,13,3,4,8,2,3,2,1,4,3,10,803,user_burst,False
DEV-0040,ENGINEERING,2026/03/14 01:50:32 AM,ORD-008786,202,FAB-C,AREA-1,SYS-ALPHA,35,5,20,16,1,9,9,2,7,4,2,4,3,4,275,normal,False
DEV-0192,PRODUCTION,2026/03/27 09:47:46 PM,ORD-008787,1433,FAB-A,AREA-3,SYS-GAMMA,36,6,15,15,3,5,10,2,6,4,1,4,1,35,2136,normal,False
DEV-0158,ENGINEERING,2026/03/27 12:40:00 AM,ORD-008788,770,FAB-A,AREA-1,SYS-GAMMA,17,3,20,12,1,14,6,1,3,4,1,3,2,9,557,normal,False
DEV-0179,ENGINEERING,2026/03/17 05:34:43 PM,ORD-008789,120,FAB-C,,SYS-BETA,1,5,25,12,2,17,7,2,5,2,1,3,3,2,121,normal,False
DEV-0119,STANDBY,2026/03/02 08:50:28 AM,ORD-008790,33,FAB-A,,SYS-GAMMA,4,3,12,15,1,7,9,1,2,3,1,3,3,1,64,normal,False
DEV-0142,,2026/03/26 04:20:21 PM,ORD-008791,255,FAB-B,AREA-1,SYS-ALPHA,32,7,24,18,4,19,11,1,2,4,2,3,3,7,452,normal,False
DEV-0065,STANDBY,2026/03/05 09:24:17 PM,ORD-008792,17,FAB-B,,SYS-ALPHA,13,5,12,11,2,4,8,2,6,2,1,2,1,1,73,normal,False
DEV-0158,ENGINEERING,2026/03/16 07:09:37 AM,ORD-008793,22,FAB-A,AREA-1,SYS-GAMMA,4,5,23,15,3,14,10,1,5,4,1,4,1,1,64,normal,False
DEV-0192,PRODUCTION,2026/03/13 07:23:51 AM,ORD-008794,642,FAB-A,AREA-3,SYS-GAMMA,6,4,16,15,1,9,9,2,4,5,1,3,1,10,606,normal,False
DEV-0072,ENGINEERING,2026/03/30 11:37:40 PM,ORD-008795,120,FAB-C,AREA-1,SYS-GAMMA,1,7,17,9,5,11,7,1,4,1,1,2,1,3,181,normal,False
DEV-0182,STANDBY,2026/03/08 09:21:17 AM,ORD-008796,18,FAB-A,,SYS-GAMMA,1,6,25,11,2,14,4,1,4,3,3,7,4,1,61,normal,False
DEV-0194,PRODUCTION,2026/03/16 02:31:33 PM,ORD-008797,71,FAB-C,AREA-3,SYS-BETA,23,6,17,16,4,9,10,1,4,3,1,4,3,1,83,normal,False
DEV-0071,ENGINEERING,2026/03/30 07:00:28 PM,ORD-008798,34,FAB-B,AREA-1,SYS-GAMMA,28,6,24,12,3,14,6,2,7,4,1,3,2,1,88,normal,False
DEV-0175,PRODUCTION,2026/03/03 08:28:22 PM,ORD-008799,252,FAB-B,AREA-3,SYS-ALPHA,2,4,20,8,1,12,2,2,6,5,1,2,1,4,242,normal,False
DEV-0091,PRODUCTION,2026/03/28 08:11:02 PM,ORD-008800,573,FAB-C,AREA-2,SYS-GAMMA,14,8,20,19,5,11,12,2,5,5,1,4,2,19,1154,normal,False
DEV-0118,STANDBY,2026/03/16 07:51:25 PM,ORD-008801,141,FAB-B,AREA-1,SYS-BETA,8,5,17,11,3,9,6,1,6,2,1,2,3,2,128,normal,False
DEV-0077,PRODUCTION,2026/03/01 05:16:02 PM,ORD-008802,595,FAB-B,AREA-1,SYS-ALPHA,4,4,18,6,1,8,2,2,7,3,1,3,1,9,544,normal,False
DEV-0115,,2026/03/29 01:04:27 AM,ORD-008803,748,FAB-C,AREA-3,SYS-GAMMA,8,7,20,13,4,11,9,2,6,3,1,3,1,21,1268,normal,False
DEV-0000,PRODUCTION,2026/03/03 12:30:28 AM,ORD-008804,1798,FAB-C,AREA-1,SYS-GAMMA,4,5,13,10,2,6,7,2,5,2,1,2,1,37,2224,normal,False
DEV-0133,,2026/03/05 08:16:12 PM,ORD-008805,425,FAB-C,,SYS-ALPHA,6,6,23,12,2,13,5,75,298,5,2,4,2,10,898,db_lock,False
DEV-0034,PRODUCTION,2026/03/07 08:28:56 AM,ORD-008806,971,FAB-C,AREA-3,SYS-GAMMA,16,7,22,12,5,13,10,1,6,1,1,3,1,28,1696,normal,False
DEV-0156,PRODUCTION,2026/03/17 06:59:41 PM,ORD-008807,1816,FAB-B,AREA-2,SYS-GAMMA,2497,4,18,8,2,10,6,1,4,1,1,4,1,30,4297,queue_stuck,False
DEV-0194,PRODUCTION,2026/03/20 08:37:09 AM,ORD-008808,7,FAB-C,AREA-3,SYS-BETA,8,4,24,7,2,17,4,1,3,2,1,4,1,1,68,normal,False
DEV-0175,PRODUCTION,2026/03/06 11:55:21 AM,ORD-008809,811,FAB-B,AREA-3,SYS-ALPHA,26,8,18,14,5,10,8,2,4,5,1,4,1,27,1646,normal,False
DEV-0124,STANDBY,2026/03/17 04:37:29 PM,ORD-008810,7,FAB-A,AREA-2,SYS-ALPHA,45,5,29,16,2,17,9,2,7,4,1,5,3,1,105,normal,False
DEV-0084,ENGINEERING,2026/03/21 09:02:23 PM,ORD-008811,265,FAB-B,AREA-3,SYS-GAMMA,17,5,18,14,2,7,10,2,6,3,1,5,1,5,317,normal,False
DEV-0134,,2026/03/16 02:39:55 PM,ORD-008812,36,FAB-B,AREA-3,SYS-ALPHA,23,5,15,12,2,8,7,2,5,3,1,2,2,1,83,normal,False
DEV-0138,STANDBY,2026/03/03 09:45:29 PM,ORD-008813,30,FAB-C,AREA-1,SYS-ALPHA,2,4,20,9,1,12,3,2,4,4,1,4,2,1,62,normal,False
DEV-0106,PRODUCTION,2026/03/20 05:15:09 AM,ORD-008814,30,FAB-B,AREA-2,SYS-GAMMA,1,4,17,14,2,10,7,70,283,4,1,3,3,1,340,db_lock,False
DEV-0174,ENGINEERING,2026/03/30 03:39:21 AM,ORD-008815,32,FAB-B,,SYS-BETA,17,5,21,7,337,1019,3,1,4,1,2,4,3,1,1083,device_timeout,False
DEV-0100,PRODUCTION,2026/03/14 05:54:42 AM,ORD-008816,1100,FAB-B,AREA-1,SYS-BETA,25,4,13,15,1,4,8,1,3,3,2,6,4,18,1105,normal,False
