device_id,device_mode_name,order_created_at,order_id,file_count,loc_1,loc_2,system_name,queue_duration_seconds,per_file_duration_avg_seconds,per_file_duration_max_seconds,per_file_duration_p95_seconds,device_duration_avg_seconds,device_duration_max_seconds,device_duration_p95_seconds,db_duration_avg_seconds,db_duration_max_seconds,db_duration_p95_seconds,inner_processing_duration_avg_seconds,inner_processing_duration_max_seconds,inner_processing_duration_p95_seconds,total_file_duration_minutes,total_duration_seconds,_label,_is_slow_device
DEV-1340,SER-030,2026-03-14 05:06:15.044538,ORD-001478,248,FAB-C,AREA-1,SYS-BETA,35,9,21,15,5,13,8,2,4,5,2,4,2,9,575,normal,False
DEV-0398,SER-018,2026-03-20 15:30:52.719774,ORD-001479,151,FAB-A,AREA-1,SYS-BETA,7,4,22,13,1,16,7,2,3,5,1,3,1,2,127,normal,False
DEV-1981,SER-045,2026-03-20 00:14:29.774238,ORD-001480,774,FAB-C,AREA-1,SYS-BETA,4,5,23,12,2,16,8,2,5,3,1,2,1,16,964,normal,False
DEV-1015,MDL-022,2026-03-29 00:31:07.156026,ORD-001481,56,FAB-C,AREA-2,SYS-BETA,94,4,20,12,3,12,8,1,6,2,1,2,2,1,98,user_burst,False
DEV-1583,TYP-041,2026-03-29 19:40:50.803262,ORD-001482,278,FAB-A,,SYS-GAMMA,20,7,21,13,4,13,8,2,6,4,1,2,1,8,500,normal,False
DEV-0903,EQP-028,2026-03-09 10:22:51.343742,ORD-001483,12,FAB-B,AREA-2,SYS-ALPHA,1395,6,14,10,3,5,4,2,5,5,1,4,1,1,1455,queue_stuck,False
DEV-1070,TYP-014,2026-03-01 23:47:58.152234,ORD-001484,1574,FAB-A,AREA-2,SYS-ALPHA,4,6,23,18,3,15,11,2,6,4,1,2,3,39,2344,normal,False
DEV-0307,,2026-03-24 03:08:02.055971,ORD-001485,53,FAB-C,,SYS-BETA,8,8,28,13,5,20,6,2,3,5,1,5,2,1,68,normal,False
DEV-1230,,2026-03-04 20:57:28.359410,ORD-001486,96,FAB-C,AREA-1,SYS-BETA,1,5,26,12,2,17,6,2,4,3,1,5,3,2,121,normal,False
DEV-1950,TYP-001,2026-03-14 01:42:20.939535,ORD-001487,100,FAB-A,AREA-1,SYS-GAMMA,5,8,25,15,5,19,10,2,3,3,1,3,2,3,185,normal,False
DEV-0924,MDL-016,2026-03-20 16:14:21.092144,ORD-001488,170,FAB-A,,SYS-ALPHA,7,7,27,15,4,17,10,2,5,2,1,5,3,4,247,normal,False
DEV-1845,SER-024,2026-03-10 17:41:54.673969,ORD-001489,248,FAB-A,,SYS-GAMMA,29,4,14,13,1,3,8,2,6,4,1,5,1,4,269,normal,False
DEV-0676,EQP-035,2026-03-23 20:14:31.215167,ORD-001490,587,FAB-B,AREA-2,SYS-GAMMA,4,6,23,18,2,12,9,2,6,5,2,5,4,14,844,normal,False
DEV-0468,MDL-036,2026-03-30 22:06:01.789131,ORD-001491,661,FAB-A,AREA-1,SYS-BETA,1,5,26,12,3,15,6,1,6,4,1,5,2,13,781,normal,False
DEV-0492,SER-025,2026-03-10 08:14:02.338251,ORD-001492,47,FAB-B,AREA-3,SYS-GAMMA,22,4,16,17,1,8,9,2,6,5,1,2,3,1,82,normal,False
DEV-1148,EQP-028,2026-03-24 15:15:06.069258,ORD-001493,46,FAB-B,,SYS-BETA,88,3,14,14,1,6,8,1,4,3,1,4,3,1,106,user_burst,False
DEV-0122,EQP-028,2026-03-26 05:04:12.380844,ORD-001494,234,FAB-A,AREA-3,SYS-GAMMA,38,8,23,15,5,15,10,1,2,2,2,6,3,7,458,normal,False
DEV-1235,,2026-03-19 04:07:43.976289,ORD-001495,880,FAB-A,AREA-1,SYS-BETA,12,7,21,14,4,13,8,2,3,5,1,5,1,25,1512,normal,False
DEV-0707,TYP-014,2026-03-11 19:52:25.368451,ORD-001496,304,FAB-B,AREA-3,SYS-ALPHA,2,8,15,16,5,8,12,2,4,2,1,3,2,10,602,normal,False
DEV-0614,EQP-023,2026-03-05 19:30:22.473337,ORD-001497,2094,FAB-C,AREA-3,SYS-BETA,40,4,15,8,2,8,6,1,3,1,1,4,1,34,2080,normal,False
DEV-1400,SER-024,2026-03-23 03:22:33.090291,ORD-001498,1000,FAB-C,,SYS-BETA,2,5,24,14,3,17,11,1,3,2,1,4,1,20,1202,normal,False
DEV-0059,SER-029,2026-03-26 14:27:01.967047,ORD-001499,15,FAB-A,,SYS-ALPHA,7,5,16,15,2,6,10,1,5,3,2,5,2,1,67,normal,False
DEV-1367,TYP-041,2026-03-11 19:42:51.825789,ORD-001500,227,FAB-C,AREA-1,SYS-GAMMA,2,4,16,12,1,10,5,2,3,4,1,3,3,3,182,normal,False
DEV-0083,,2026-03-29 12:37:02.779574,ORD-001501,940,FAB-B,AREA-1,SYS-ALPHA,12,5,14,9,3,10,5,1,2,2,1,2,2,19,1152,normal,False
DEV-1547,TYP-004,2026-03-13 23:04:14.624092,ORD-001502,764,FAB-A,AREA-3,SYS-GAMMA,36,3,10,16,1,5,9,1,2,4,1,3,3,9,576,normal,False
DEV-0287,TYP-041,2026-03-04 15:56:43.995813,ORD-001503,983,FAB-C,AREA-3,SYS-ALPHA,1,5,17,16,2,9,9,2,5,5,1,3,2,20,1201,normal,False
DEV-0527,TYP-048,2026-03-04 00:37:20.016747,ORD-001504,180,FAB-A,,SYS-GAMMA,11,3,12,8,1,5,2,1,5,4,1,2,2,2,131,normal,False
DEV-1266,SER-044,2026-03-22 16:59:41.057103,ORD-001505,293,FAB-A,AREA-2,SYS-ALPHA,16,7,22,19,4,17,12,2,3,5,1,2,2,8,496,normal,False
DEV-1105,SER-002,2026-03-08 08:56:53.771760,ORD-001506,13,FAB-B,AREA-1,SYS-ALPHA,35,4,15,9,1,6,3,2,6,5,1,3,1,1,95,normal,False
DEV-1028,MDL-039,2026-03-25 12:59:29.495360,ORD-001507,289,FAB-B,AREA-2,SYS-GAMMA,2,6,20,11,3,15,6,2,3,4,1,2,1,7,422,normal,False
DEV-1759,EQP-010,2026-03-24 06:44:24.952105,ORD-001508,866,FAB-B,AREA-1,SYS-BETA,36,5,13,10,2,5,6,2,4,3,1,4,1,18,1116,normal,False
DEV-1471,TYP-014,2026-03-22 17:28:45.548127,ORD-001509,201,FAB-B,,SYS-GAMMA,1,3,18,10,1,13,6,1,2,3,1,3,1,2,121,normal,False
DEV-1808,MDL-022,2026-03-20 15:32:14.245078,ORD-001510,530,FAB-A,,SYS-BETA,3,3,20,7,1,13,4,1,2,1,1,5,2,6,363,normal,False
DEV-1378,SER-025,2026-03-06 10:15:29.273692,ORD-001511,1619,FAB-B,AREA-2,SYS-ALPHA,5,5,22,15,3,17,9,1,3,4,1,2,2,33,1985,normal,False
DEV-1403,MDL-008,2026-03-08 18:08:01.004237,ORD-001512,354,FAB-C,AREA-2,SYS-BETA,1,5,17,11,2,7,5,2,7,5,1,3,1,7,421,normal,False
DEV-0943,EQP-021,2026-03-11 19:15:38.520796,ORD-001513,173,FAB-B,AREA-1,SYS-GAMMA,1817,7,19,11,4,11,7,1,2,1,2,6,3,5,2117,queue_stuck,False
DEV-1492,EQP-050,2026-03-06 22:31:56.605500,ORD-001514,17,FAB-B,AREA-1,SYS-ALPHA,1,4,12,12,1,7,7,2,3,4,1,2,1,1,61,normal,False
DEV-1147,TYP-009,2026-03-11 02:18:32.013439,ORD-001515,206,FAB-C,,SYS-GAMMA,11,5,22,11,3,16,8,1,2,2,1,4,1,4,251,normal,False
DEV-0096,SER-046,2026-03-15 01:57:46.016202,ORD-001516,8,FAB-B,AREA-1,SYS-ALPHA,27,5,22,10,3,14,7,1,4,1,1,4,2,1,87,normal,False
DEV-0491,,2026-03-15 00:04:32.917695,ORD-001517,854,FAB-B,AREA-1,SYS-GAMMA,2,3,12,7,1,3,3,1,6,1,1,3,3,10,602,normal,False
DEV-0642,SER-033,2026-03-04 04:24:19.334449,ORD-001518,20,FAB-B,AREA-1,SYS-BETA,15,3,11,8,1,3,3,1,4,4,1,4,1,1,75,normal,False
DEV-0064,MDL-032,2026-03-01 15:56:41.966911,ORD-001519,501,FAB-B,AREA-2,SYS-BETA,1,6,21,11,4,14,6,1,2,4,1,5,1,12,721,normal,False
DEV-1393,TYP-042,2026-03-19 03:29:35.268210,ORD-001520,49,FAB-A,AREA-3,SYS-BETA,1,6,24,15,3,16,10,2,6,3,1,2,2,1,61,normal,False
DEV-0047,SER-015,2026-03-14 14:52:13.383891,ORD-001521,70,FAB-A,AREA-1,SYS-GAMMA,1,4,25,5,1,15,2,1,4,1,2,6,2,1,61,normal,False
DEV-1626,TYP-005,2026-03-24 12:36:52.882501,ORD-001522,46,FAB-B,,SYS-BETA,44,5,15,11,1,4,4,42,168,4,2,4,3,1,265,db_lock,False
DEV-1316,TYP-012,2026-03-11 10:55:43.361602,ORD-001523,116,FAB-A,AREA-3,SYS-ALPHA,1,4,20,17,2,13,10,1,4,4,1,3,3,1,61,normal,False
DEV-0928,TYP-001,2026-03-08 14:46:11.220886,ORD-001524,70,FAB-A,,SYS-BETA,20,4,19,9,1,10,3,2,4,5,1,5,1,1,80,normal,False
DEV-0781,MDL-022,2026-03-04 10:56:39.734986,ORD-001525,1451,FAB-C,,SYS-BETA,42,3,13,11,1,3,7,1,6,2,1,4,2,18,1122,normal,False
DEV-0978,,2026-03-25 03:16:51.302268,ORD-001526,347,FAB-B,AREA-2,SYS-ALPHA,3,9,20,15,6,11,11,2,4,3,1,5,1,13,783,normal,False
DEV-0001,SER-018,2026-03-06 14:24:13.839435,ORD-001527,48,FAB-A,AREA-2,SYS-BETA,17,10,29,18,7,21,15,2,3,2,1,5,1,2,137,normal,False
DEV-0605,SER-047,2026-03-02 06:08:09.793960,ORD-001528,78,FAB-A,AREA-2,SYS-GAMMA,4,3,20,14,1,11,8,1,6,4,1,3,2,1,64,normal,False
DEV-1214,TYP-042,2026-03-08 04:29:09.275323,ORD-001529,173,FAB-A,AREA-1,SYS-BETA,5,5,15,10,2,10,6,2,3,3,1,2,1,3,185,normal,False
DEV-0466,,2026-03-19 05:14:18.648997,ORD-001530,108,FAB-A,AREA-2,SYS-BETA,11,5,19,12,2,13,5,2,3,4,1,3,3,2,131,normal,False
DEV-1225,,2026-03-17 15:14:15.589485,ORD-001531,9,FAB-C,,SYS-ALPHA,18,7,12,18,5,7,12,1,2,3,1,3,3,1,78,normal,False
DEV-0575,SER-030,2026-03-31 01:46:02.142631,ORD-001532,182,FAB-A,AREA-2,SYS-GAMMA,28,5,14,9,2,5,4,1,3,1,2,6,4,3,208,normal,False
DEV-0917,SER-019,2026-03-20 04:19:06.985335,ORD-001533,236,FAB-C,,SYS-BETA,3,5,28,17,3,18,11,1,6,3,1,4,3,4,243,normal,False
DEV-1778,TYP-013,2026-03-23 08:38:07.655049,ORD-001534,36,FAB-A,AREA-3,SYS-BETA,15,4,14,12,1,7,8,2,3,2,1,4,2,1,75,normal,False
DEV-1982,TYP-009,2026-03-13 14:55:51.389017,ORD-001535,9,FAB-A,,SYS-BETA,13,5,25,12,2,14,8,2,6,3,1,5,1,1,73,normal,False
DEV-0944,SER-024,2026-03-10 10:18:33.609383,ORD-001536,3501,FAB-A,AREA-1,SYS-ALPHA,2,6,28,12,3,18,6,2,5,5,1,5,1,87,5222,normal,False
DEV-1175,TYP-013,2026-03-20 19:26:34.311983,ORD-001537,516,FAB-B,,SYS-BETA,1,8,22,11,5,13,8,2,7,2,1,2,1,17,1021,normal,False
DEV-1011,MDL-032,2026-03-25 12:46:07.486967,ORD-001538,253,FAB-A,AREA-1,SYS-ALPHA,1,8,20,13,5,13,9,2,4,2,1,3,2,8,481,normal,False
DEV-1184,,2026-03-10 12:02:20.827055,ORD-001539,7,FAB-A,AREA-3,SYS-BETA,2,5,15,15,3,8,11,1,4,1,1,3,3,1,62,normal,False
DEV-0460,SER-044,2026-03-20 12:14:40.754112,ORD-001540,157,FAB-C,AREA-2,SYS-BETA,4,5,14,15,2,6,10,2,4,2,1,4,3,3,184,normal,False
DEV-0896,EQP-050,2026-03-28 12:16:55.894543,ORD-001541,371,FAB-A,AREA-2,SYS-ALPHA,6,6,21,10,3,10,5,2,7,3,1,4,2,9,546,normal,False
DEV-1440,TYP-048,2026-03-08 06:59:06.768006,ORD-001542,4894,FAB-C,AREA-2,SYS-BETA,52,4,21,10,1,15,2,2,4,5,1,2,3,81,4912,normal,False
DEV-1582,TYP-013,2026-03-01 14:50:50.938118,ORD-001543,131,FAB-C,AREA-2,SYS-GAMMA,4,5,16,12,2,9,9,1,3,1,2,4,2,2,124,normal,False
DEV-0819,TYP-041,2026-03-18 14:30:24.890956,ORD-001544,238,FAB-C,,SYS-BETA,11,4,22,12,2,14,9,1,4,1,1,4,2,3,191,normal,False
DEV-1534,EQP-050,2026-03-29 06:11:18.135650,ORD-001545,480,FAB-A,AREA-2,SYS-BETA,3,4,17,13,1,10,5,1,2,4,2,5,4,8,483,normal,False
DEV-0136,MDL-003,2026-03-05 09:26:05.850085,ORD-001546,1220,FAB-A,,SYS-GAMMA,8,4,18,14,2,7,9,1,6,4,1,5,1,20,1208,normal,False
DEV-1883,SER-044,2026-03-27 20:30:21.758104,ORD-001547,13,FAB-C,AREA-2,SYS-GAMMA,16,3,19,11,1,14,6,1,3,2,1,2,3,1,76,normal,False
DEV-1657,TYP-041,2026-03-17 16:06:26.936669,ORD-001548,48,FAB-B,AREA-2,SYS-GAMMA,9,13,26,20,11,19,17,1,3,2,1,4,1,2,129,normal,True
DEV-1990,EQP-028,2026-03-25 14:06:30.711726,ORD-001549,268,FAB-C,AREA-2,SYS-GAMMA,4,5,22,9,3,15,4,1,4,2,1,3,3,5,304,normal,False
DEV-1230,,2026-03-09 11:23:07.784859,ORD-001550,155,FAB-C,AREA-1,SYS-BETA,1,5,12,13,1,4,8,2,5,2,2,3,3,3,181,normal,False
DEV-0394,MDL-039,2026-03-05 08:05:49.171017,ORD-001551,934,FAB-A,AREA-1,SYS-ALPHA,12,6,19,9,4,13,5,1,2,2,1,4,2,23,1392,normal,False
DEV-1401,TYP-020,2026-03-10 22:36:18.996151,ORD-001552,357,FAB-C,AREA-3,SYS-GAMMA,1,7,21,10,5,13,7,1,6,2,1,2,1,10,601,normal,False
DEV-0359,,2026-03-31 12:44:04.890218,ORD-001553,16,FAB-C,AREA-3,SYS-BETA,30,3,17,15,1,9,8,1,3,4,1,5,3,1,90,normal,False
DEV-1167,SER-025,2026-03-17 16:15:10.232431,ORD-001554,109,FAB-A,AREA-3,SYS-BETA,4,4,13,12,2,5,7,1,6,4,1,2,1,1,64,normal,False
DEV-0472,,2026-03-21 09:50:50.869720,ORD-001555,612,FAB-A,,SYS-ALPHA,7,7,24,12,4,16,7,2,4,4,1,4,1,17,1027,normal,False
DEV-0839,TYP-009,2026-03-29 14:43:55.832892,ORD-001556,24,FAB-A,,SYS-GAMMA,15,6,18,13,4,9,9,1,6,2,1,3,2,1,75,normal,False
DEV-0076,EQP-043,2026-03-12 18:59:33.677888,ORD-001557,248,FAB-C,AREA-3,SYS-BETA,7,9,18,18,6,10,11,2,5,4,1,3,3,9,547,normal,False
DEV-0675,,2026-03-26 18:24:25.388590,ORD-001558,165,FAB-B,AREA-1,SYS-ALPHA,1,6,19,8,4,11,5,1,4,2,1,4,1,4,241,normal,False
DEV-1246,MDL-008,2026-03-10 19:29:11.636230,ORD-001559,35,FAB-B,,SYS-GAMMA,8,3,19,12,1,12,8,1,2,2,1,5,2,1,68,normal,False
DEV-0829,EQP-023,2026-03-25 08:02:06.922954,ORD-001560,116,FAB-B,AREA-2,SYS-GAMMA,17,6,25,10,2,16,6,2,6,2,2,3,2,2,137,normal,False
DEV-1913,SER-015,2026-03-17 16:25:04.204123,ORD-001561,23,FAB-A,,SYS-GAMMA,1,4,25,15,1,13,8,2,7,5,1,5,2,1,61,normal,False
DEV-0836,TYP-011,2026-03-29 01:06:23.873371,ORD-001562,768,FAB-B,AREA-3,SYS-ALPHA,12,5,18,10,1,12,2,2,3,5,2,3,3,16,972,normal,False
DEV-1630,MDL-039,2026-03-23 11:05:28.572434,ORD-001563,1733,FAB-C,AREA-1,SYS-BETA,2,6,21,14,3,10,10,2,6,2,1,5,2,43,2582,normal,False
DEV-1111,SER-017,2026-03-23 04:18:36.529532,ORD-001564,732,FAB-C,AREA-3,SYS-GAMMA,43,3,15,12,1,9,9,1,2,1,1,4,2,9,583,normal,False
DEV-1250,SER-025,2026-03-25 00:05:38.721343,ORD-001565,1445,FAB-A,AREA-1,SYS-GAMMA,27,6,16,13,3,5,8,2,7,4,1,4,1,36,2187,normal,False
DEV-1619,TYP-009,2026-03-14 05:24:17.177887,ORD-001566,1496,FAB-B,AREA-1,SYS-BETA,25,3,11,8,1,3,4,1,4,3,1,4,1,18,1105,normal,False
DEV-1641,MDL-031,2026-03-22 15:43:49.405520,ORD-001567,126,FAB-C,AREA-2,SYS-GAMMA,12,4,14,8,1,8,2,1,2,2,2,4,4,2,132,normal,False
DEV-1547,TYP-004,2026-03-18 15:19:23.758582,ORD-001568,262,FAB-A,AREA-3,SYS-GAMMA,14,9,26,18,6,18,13,2,5,2,1,3,3,9,554,normal,False
DEV-0789,,2026-03-05 12:12:31.297338,ORD-001569,37,FAB-C,AREA-2,SYS-GAMMA,1,5,11,8,2,4,4,2,5,3,1,2,1,1,61,normal,False
DEV-0682,,2026-03-28 09:20:33.433293,ORD-001570,44,FAB-C,,SYS-GAMMA,10,7,26,12,4,18,9,2,4,2,1,4,1,1,70,normal,False
DEV-1825,,2026-03-21 20:03:46.356095,ORD-001571,25,FAB-C,AREA-1,SYS-ALPHA,7,4,14,9,1,3,5,2,6,3,1,5,1,1,67,normal,False
DEV-0825,EQP-021,2026-03-07 03:11:40.321929,ORD-001572,203,FAB-A,,SYS-ALPHA,1,6,16,11,3,8,5,2,6,3,1,2,3,5,301,normal,False
DEV-1521,SER-019,2026-03-28 04:34:52.625902,ORD-001573,1459,FAB-B,AREA-2,SYS-GAMMA,26,6,20,12,3,12,8,2,4,2,1,4,2,36,2186,normal,False
DEV-0278,MDL-003,2026-03-28 22:20:36.327318,ORD-001574,291,FAB-A,AREA-3,SYS-ALPHA,7,8,23,19,6,16,12,1,5,4,1,2,3,9,547,normal,False
DEV-1015,MDL-022,2026-03-22 16:37:22.729165,ORD-001575,3533,FAB-C,AREA-2,SYS-BETA,3,11,30,19,7,19,12,3,8,5,1,3,2,161,9663,normal,False
DEV-0389,SER-037,2026-03-18 03:00:11.793187,ORD-001576,167,FAB-C,,SYS-ALPHA,24,7,28,12,4,18,8,2,5,2,1,5,2,4,264,normal,False
DEV-0983,MDL-038,2026-03-03 20:35:19.137006,ORD-001577,140,FAB-B,AREA-1,SYS-ALPHA,10,4,19,14,2,13,10,1,2,3,1,4,1,2,130,normal,False
DEV-1334,SER-047,2026-03-23 15:10:31.437082,ORD-001578,360,FAB-C,AREA-1,SYS-GAMMA,11,6,26,9,2,16,3,2,7,2,2,3,4,9,551,normal,False
DEV-0495,TYP-048,2026-03-29 21:59:11.837915,ORD-001579,569,FAB-B,AREA-2,SYS-ALPHA,37,8,25,16,4,14,10,2,5,3,2,6,3,18,1117,normal,False
DEV-0266,EQP-010,2026-03-23 19:16:00.894310,ORD-001580,1440,FAB-B,AREA-2,SYS-GAMMA,213,7,26,9,4,18,4,2,3,2,2,5,3,42,3285,user_burst,False
DEV-1543,MDL-003,2026-03-04 14:58:33.610071,ORD-001581,731,FAB-C,,SYS-GAMMA,11,5,20,12,3,14,10,1,2,1,1,4,1,15,911,normal,False
DEV-1533,MDL-003,2026-03-28 20:25:17.066590,ORD-001582,3133,FAB-A,,SYS-GAMMA,33,5,15,14,3,6,8,1,5,4,1,4,2,65,3933,normal,False
DEV-0000,TYP-011,2026-03-23 15:19:46.694274,ORD-001583,34,FAB-C,,SYS-BETA,5,4,19,16,1,9,8,2,7,5,1,3,3,1,65,normal,False
DEV-0702,MDL-016,2026-03-08 10:50:54.498932,ORD-001584,4400,FAB-B,AREA-2,SYS-BETA,14,4,20,8,2,12,4,1,4,1,1,4,3,73,4394,normal,False
DEV-0865,SER-046,2026-03-06 22:23:54.892687,ORD-001585,1875,FAB-B,AREA-2,SYS-GAMMA,34,3,12,15,1,7,9,1,2,3,1,3,3,23,1414,normal,False
DEV-0726,MDL-003,2026-03-27 12:00:19.734219,ORD-001586,10,FAB-A,AREA-1,SYS-ALPHA,8,4,20,9,1,9,2,2,7,5,1,4,2,1,68,normal,False
DEV-1516,TYP-013,2026-03-19 19:35:48.359059,ORD-001587,92,FAB-A,AREA-2,SYS-ALPHA,29,16,36,24,13,28,18,2,5,5,1,3,1,6,389,normal,True
DEV-1837,,2026-03-17 13:36:43.832915,ORD-001588,988,FAB-C,,SYS-GAMMA,17,7,25,17,3,17,11,3,5,4,1,3,2,28,1697,normal,False
DEV-1895,SER-030,2026-03-03 11:26:46.734262,ORD-001589,1508,FAB-C,AREA-1,SYS-GAMMA,34,6,14,12,2,5,6,2,6,4,2,3,2,37,2254,normal,False
DEV-0727,EQP-027,2026-03-19 21:35:30.118243,ORD-001590,100,FAB-A,AREA-2,SYS-ALPHA,13,6,24,16,3,17,9,1,4,4,2,3,3,2,133,normal,False
DEV-1001,SER-015,2026-03-18 00:24:55.045265,ORD-001591,133,FAB-A,AREA-3,SYS-ALPHA,1,4,22,9,2,16,7,1,4,1,1,2,1,2,121,normal,False
DEV-1062,EQP-043,2026-03-26 22:34:30.808305,ORD-001592,413,FAB-A,AREA-1,SYS-GAMMA,6,4,17,12,2,9,5,1,5,4,1,3,3,6,366,normal,False
DEV-1121,EQP-010,2026-03-05 04:21:06.359726,ORD-001593,1783,FAB-C,AREA-2,SYS-ALPHA,10,4,13,7,2,7,4,1,2,1,1,4,2,29,1750,normal,False
DEV-0638,SER-047,2026-03-23 13:02:52.952515,ORD-001594,1105,FAB-B,AREA-3,SYS-GAMMA,13,7,25,17,4,15,12,2,7,4,1,3,1,32,1933,normal,False
DEV-0395,TYP-011,2026-03-20 16:50:25.120034,ORD-001595,10,FAB-C,AREA-1,SYS-GAMMA,9,5,13,12,2,5,6,2,5,5,1,3,1,1,69,normal,False
DEV-1950,TYP-001,2026-03-17 08:49:51.812964,ORD-001596,19,FAB-A,AREA-1,SYS-GAMMA,14,8,14,14,5,7,10,2,3,3,1,4,1,1,74,normal,False
DEV-1516,TYP-013,2026-03-14 08:17:31.005112,ORD-001597,207,FAB-A,AREA-2,SYS-ALPHA,15,18,34,30,16,23,24,1,6,3,1,5,3,15,915,normal,True
DEV-1815,MDL-007,2026-03-27 00:36:38.533644,ORD-001598,250,FAB-C,,SYS-BETA,6,8,26,12,5,16,7,2,7,3,1,3,2,8,486,normal,False
DEV-0168,MDL-022,2026-03-19 19:20:27.872830,ORD-001599,1939,FAB-B,AREA-3,SYS-BETA,10,8,21,12,5,13,7,2,3,2,1,5,3,64,3850,normal,False
DEV-1819,SER-019,2026-03-17 07:37:17.244718,ORD-001600,839,FAB-B,,SYS-ALPHA,50,7,23,15,4,16,9,2,4,3,1,3,3,24,1490,normal,False
DEV-1296,SER-006,2026-03-20 11:29:06.210702,ORD-001601,664,FAB-A,AREA-1,SYS-ALPHA,110,8,28,16,6,16,11,3,7,4,1,5,1,22,1717,user_burst,False
DEV-1450,SER-015,2026-03-20 15:44:52.868156,ORD-001602,5,FAB-C,AREA-2,SYS-ALPHA,5,5,19,13,2,13,6,2,3,4,1,3,3,1,65,normal,False
DEV-1128,EQP-035,2026-03-28 17:21:09.574836,ORD-001603,350,FAB-C,,SYS-GAMMA,41,4,11,8,1,5,2,1,3,2,2,3,4,5,341,normal,False
DEV-1010,TYP-013,2026-03-07 00:32:59.207091,ORD-001604,560,FAB-B,AREA-3,SYS-ALPHA,17,3,11,9,1,4,4,1,3,4,1,4,1,7,437,normal,False
DEV-1895,SER-030,2026-03-06 14:40:33.872894,ORD-001605,323,FAB-C,AREA-1,SYS-GAMMA,1,6,11,17,3,5,10,2,4,5,1,2,2,8,481,normal,False
DEV-0026,SER-030,2026-03-30 14:53:34.657258,ORD-001606,141,FAB-C,AREA-3,SYS-GAMMA,21,6,19,19,3,9,11,2,5,5,1,5,3,3,201,normal,False
DEV-1029,SER-037,2026-03-13 04:01:27.125884,ORD-001607,4393,FAB-A,,SYS-ALPHA,294,3,19,12,1,9,8,1,6,3,1,4,1,54,4217,user_burst,False
DEV-1649,SER-002,2026-03-31 03:11:51.089585,ORD-001608,37,FAB-B,,SYS-ALPHA,46,5,24,17,2,12,10,2,7,5,1,5,2,1,106,normal,False
DEV-1349,MDL-031,2026-03-27 10:47:48.482567,ORD-001609,1426,FAB-B,AREA-1,SYS-ALPHA,1,6,24,8,3,18,4,2,4,3,1,2,1,35,2101,normal,False
DEV-0572,EQP-049,2026-03-24 04:42:27.400563,ORD-001610,200,FAB-A,,SYS-GAMMA,2,3,11,9,1,4,2,46,186,4,1,3,3,2,304,db_lock,False
DEV-1567,EQP-021,2026-03-23 16:57:23.272742,ORD-001611,112,FAB-A,AREA-1,SYS-GAMMA,11,7,28,13,4,17,9,2,7,3,1,4,1,3,191,normal,False
DEV-1497,,2026-03-04 05:10:50.806602,ORD-001612,28,FAB-A,AREA-1,SYS-ALPHA,3,5,18,12,3,12,6,1,3,3,1,3,3,1,63,normal,False
DEV-0678,SER-030,2026-03-24 08:53:02.107798,ORD-001613,429,FAB-C,,SYS-GAMMA,19,5,15,15,2,4,7,2,6,5,1,5,3,8,499,normal,False
DEV-1410,SER-015,2026-03-23 03:46:48.911210,ORD-001614,907,FAB-B,AREA-1,SYS-GAMMA,13,5,23,12,1,15,4,2,4,4,2,4,4,18,1093,normal,False
DEV-0502,SER-033,2026-03-20 10:45:22.660103,ORD-001615,60,FAB-B,,SYS-BETA,2,3,19,11,1,9,6,1,5,3,1,5,2,1,62,normal,False
DEV-0817,MDL-036,2026-03-05 20:17:14.808253,ORD-001616,40,FAB-B,,SYS-ALPHA,8,4,15,14,1,7,6,2,4,5,1,4,3,1,68,normal,False
DEV-1837,,2026-03-30 14:48:40.406999,ORD-001617,251,FAB-C,,SYS-GAMMA,33,5,21,16,3,13,11,1,4,2,1,4,3,5,333,normal,False
DEV-1445,SER-044,2026-03-21 01:11:10.924866,ORD-001618,839,FAB-C,,SYS-GAMMA,1,5,20,14,1,9,9,2,6,3,2,5,2,17,1021,normal,False
DEV-0549,TYP-011,2026-03-19 13:15:37.909942,ORD-001619,664,FAB-B,AREA-2,SYS-BETA,4,4,25,11,1,15,7,2,5,2,1,5,2,11,664,normal,False
DEV-0486,SER-033,2026-03-07 10:53:41.307727,ORD-001620,1008,FAB-C,AREA-2,SYS-GAMMA,19,6,15,10,3,10,6,2,3,3,1,2,1,25,1519,normal,False
DEV-1309,TYP-048,2026-03-15 21:18:04.358984,ORD-001621,22,FAB-B,AREA-3,SYS-GAMMA,6,17,36,24,15,29,19,1,3,2,1,4,3,1,66,normal,True
DEV-1287,,2026-03-07 08:13:31.539640,ORD-001622,115,FAB-C,,SYS-BETA,10,4,14,5,2,5,3,1,5,1,1,4,1,1,70,normal,False
DEV-0448,MDL-039,2026-03-09 15:30:53.828120,ORD-001623,111,FAB-C,AREA-1,SYS-BETA,6,8,20,20,4,12,12,2,5,5,2,3,3,3,186,normal,False
DEV-1199,SER-029,2026-03-16 10:36:47.554549,ORD-001624,30,FAB-A,AREA-1,SYS-BETA,3,4,18,14,1,10,6,2,3,5,1,5,3,1,63,normal,False
DEV-1746,TYP-041,2026-03-20 06:52:24.953600,ORD-001625,939,FAB-A,AREA-3,SYS-BETA,1,3,14,7,1,4,4,1,6,1,1,4,2,11,661,normal,False
