device_id,device_mode_name,order_created_at,order_id,file_count,loc_1,loc_2,system_name,queue_duration_seconds,per_file_duration_avg_seconds,per_file_duration_max_seconds,per_file_duration_p95_seconds,device_duration_avg_seconds,device_duration_max_seconds,device_duration_p95_seconds,db_duration_avg_seconds,db_duration_max_seconds,db_duration_p95_seconds,inner_processing_duration_avg_seconds,inner_processing_duration_max_seconds,inner_processing_duration_p95_seconds,total_file_duration_minutes,total_duration_seconds
DEV-0130,EQP-027,2026/03/20 08:36:10 AM,ORD-006282,113,FAB-B,,SYS-GAMMA,5,7,14,16,4,6,11,2,3,3,1,5,2,3,185
DEV-0057,,2026/03/19 03:19:39 AM,ORD-006283,17,FAB-C,,SYS-ALPHA,26,22,40,30,19,31,24,2,6,4,1,3,2,1,86
DEV-0166,SER-002,2026/03/24 01:34:27 PM,ORD-006284,30,FAB-B,AREA-3,SYS-GAMMA,1,6,19,16,4,15,12,1,2,3,1,2,1,1,61
DEV-0129,,2026/03/05 08:03:53 PM,ORD-006285,1151,FAB-B,AREA-3,SYS-GAMMA,30,4,16,13,1,7,7,2,7,3,1,2,3,19,1170
DEV-0183,SER-037,2026/03/05 10:00:00 AM,ORD-006286,110,FAB-C,,SYS-BETA,15,4,13,14,2,6,8,1,3,3,1,4,3,1,75
DEV-0054,,2026/03/07 01:02:48 PM,ORD-006287,114,FAB-A,AREA-3,SYS-ALPHA,29,8,24,11,4,15,5,2,3,4,2,6,2,3,209
DEV-0085,,2026/03/16 01:21:14 PM,ORD-006288,3696,FAB-A,AREA-1,SYS-BETA,8,5,23,14,2,13,9,2,7,2,1,3,3,77,4628
DEV-0160,TYP-004,2026/03/12 01:35:45 PM,ORD-006289,657,FAB-A,,SYS-BETA,15,3,12,12,1,4,9,1,5,1,1,3,2,8,495
DEV-0135,TYP-014,2026/03/09 02:05:06 AM,ORD-006290,776,FAB-B,AREA-3,SYS-BETA,5,3,21,14,1,14,9,1,4,3,1,3,2,9,545
DEV-0198,SER-037,2026/03/14 02:15:40 AM,ORD-006291,10,FAB-C,,SYS-BETA,4,4,9,7,1,3,4,2,4,2,1,2,1,1,64
DEV-0100,SER-017,2026/03/25 02:47:14 PM,ORD-006292,436,FAB-A,,SYS-GAMMA,35,6,12,9,2,5,3,2,3,4,2,4,2,10,635
DEV-0046,EQP-034,2026/03/09 01:53:59 AM,ORD-006293,326,FAB-C,,SYS-ALPHA,4,3,22,7,1,15,5,1,3,1,1,4,1,4,244
DEV-0188,EQP-028,2026/03/29 03:59:10 PM,ORD-006294,222,FAB-C,AREA-3,SYS-ALPHA,8,6,21,18,4,13,11,1,5,4,1,3,3,5,308
DEV-0101,SER-046,2026/03/22 03:04:28 PM,ORD-006295,8,FAB-B,AREA-1,SYS-ALPHA,10,5,14,13,2,8,9,1,2,1,2,4,3,1,70
DEV-0086,TYP-040,2026/03/22 08:26:44 PM,ORD-006296,31,FAB-C,AREA-1,SYS-ALPHA,7,5,23,11,2,15,6,2,5,3,1,3,2,1,67
DEV-0133,TYP-048,2026/03/02 07:55:15 AM,ORD-006297,1055,FAB-A,AREA-3,SYS-BETA,26,4,13,13,2,5,8,1,5,3,1,3,2,17,1046
DEV-0070,,2026/03/23 12:34:49 PM,ORD-006298,12,FAB-A,AREA-2,SYS-BETA,5,23,35,32,21,29,26,1,3,4,1,3,2,1,65
DEV-0035,TYP-011,2026/03/24 10:46:21 PM,ORD-006299,764,FAB-B,AREA-1,SYS-GAMMA,14,13,23,19,11,14,15,1,6,2,1,3,2,41,2474
DEV-0174,SER-017,2026/03/13 11:02:36 AM,ORD-006300,13,FAB-A,,SYS-ALPHA,11,3,17,11,1,9,7,1,5,1,1,3,3,1,71
DEV-0118,TYP-042,2026/03/03 01:22:49 AM,ORD-006301,1993,FAB-C,,SYS-GAMMA,18,5,23,10,3,13,5,1,6,2,1,4,3,41,2478
DEV-0131,SER-019,2026/03/05 05:19:35 AM,ORD-006302,26,FAB-C,AREA-2,SYS-ALPHA,1,5,19,17,2,8,10,2,7,5,1,4,2,1,61
DEV-0135,TYP-014,2026/03/21 05:02:14 AM,ORD-006303,1863,FAB-B,AREA-3,SYS-BETA,6,3,14,10,1,6,7,1,6,2,1,2,1,23,1386
DEV-0040,EQP-021,2026/03/14 02:17:53 AM,ORD-006304,49,FAB-B,AREA-1,SYS-ALPHA,8,6,21,13,4,14,10,1,4,2,1,3,1,1,68
DEV-0157,SER-025,2026/03/08 10:43:43 PM,ORD-006305,792,FAB-C,AREA-2,SYS-GAMMA,9,4,24,6,1,16,3,1,2,1,2,6,2,13,789
DEV-0163,TYP-020,2026/03/08 02:23:24 PM,ORD-006306,4921,FAB-B,,SYS-GAMMA,33,11,33,14,8,21,9,2,7,2,1,5,3,225,13533
DEV-0055,SER-033,2026/03/05 10:07:21 PM,ORD-006307,949,FAB-A,AREA-3,SYS-GAMMA,6,10,22,18,6,14,14,2,3,2,2,5,2,39,2346
DEV-0007,MDL-007,2026/03/30 08:00:05 AM,ORD-006308,713,FAB-A,,SYS-ALPHA,17,4,23,12,1,14,8,2,4,3,1,5,1,11,677
DEV-0133,TYP-048,2026/03/11 12:30:46 PM,ORD-006309,604,FAB-A,AREA-3,SYS-BETA,9,7,18,13,4,7,7,2,6,4,1,5,2,17,1029
DEV-0198,SER-037,2026/03/27 06:13:05 AM,ORD-006310,468,FAB-C,,SYS-BETA,2,4,15,10,2,7,6,1,6,2,1,2,2,7,422
DEV-0060,EQP-028,2026/03/26 06:28:47 AM,ORD-006311,49,FAB-B,,SYS-GAMMA,22,5,22,12,3,13,5,1,4,4,1,5,3,1,82
DEV-0159,MDL-022,2026/03/18 11:21:36 PM,ORD-006312,177,FAB-C,,SYS-BETA,8,8,25,16,4,12,11,2,7,2,2,6,3,5,308
DEV-0006,SER-018,2026/03/09 06:49:08 PM,ORD-006313,149,FAB-A,AREA-2,SYS-BETA,3,22,41,26,19,32,22,1,5,2,2,4,2,13,783
DEV-0169,MDL-038,2026/03/12 11:52:50 AM,ORD-006314,3913,FAB-C,AREA-1,SYS-ALPHA,2,3,21,8,1,11,2,1,6,3,1,4,3,48,2882
DEV-0049,,2026/03/03 11:41:16 PM,ORD-006315,325,FAB-C,,SYS-ALPHA,3,5,24,14,3,17,9,1,3,3,1,4,2,6,363
DEV-0049,,2026/03/03 03:21:31 AM,ORD-006316,44,FAB-C,,SYS-ALPHA,34,7,20,15,3,9,10,2,5,2,2,6,3,1,94
DEV-0172,EQP-021,2026/03/13 04:33:47 PM,ORD-006317,1634,FAB-A,,SYS-BETA,27,9,17,18,5,9,10,2,3,4,2,5,4,61,3687
DEV-0191,EQP-028,2026/03/20 02:17:10 AM,ORD-006318,1436,FAB-B,,SYS-GAMMA,38,6,24,18,3,14,11,2,6,4,1,4,3,35,2138
DEV-0067,TYP-042,2026/03/10 04:43:10 AM,ORD-006319,1206,FAB-C,AREA-1,SYS-ALPHA,13,3,19,8,1,15,3,1,2,2,1,2,3,15,913
DEV-0108,TYP-048,2026/03/02 06:17:29 PM,ORD-006320,40,FAB-A,AREA-2,SYS-ALPHA,3,6,18,14,3,8,8,2,6,5,1,4,1,1,63
DEV-0170,TYP-042,2026/03/28 05:11:19 PM,ORD-006321,255,FAB-B,AREA-2,SYS-BETA,32,5,13,14,2,6,10,2,4,3,1,3,1,5,332
DEV-0114,TYP-013,2026/03/06 02:16:24 AM,ORD-006322,1179,FAB-B,AREA-3,SYS-BETA,14,7,25,10,4,17,5,2,4,3,1,4,2,34,2054
DEV-0012,TYP-005,2026/03/22 07:00:28 AM,ORD-006323,1945,FAB-A,AREA-2,SYS-BETA,1,5,14,10,2,5,4,2,4,5,1,5,1,40,2401
DEV-0181,TYP-011,2026/03/11 11:19:17 AM,ORD-006324,136,FAB-C,AREA-1,SYS-ALPHA,1,5,24,16,1,15,9,2,4,4,2,5,3,2,121
DEV-0087,EQP-035,2026/03/04 11:13:18 AM,ORD-006325,114,FAB-A,AREA-3,SYS-ALPHA,1,4,13,11,1,5,5,2,5,5,1,3,1,1,61
DEV-0003,TYP-013,2026/03/16 02:13:46 PM,ORD-006326,38,FAB-C,,SYS-ALPHA,100,7,20,15,5,10,11,1,5,3,1,5,1,1,160
DEV-0035,TYP-011,2026/03/06 11:55:14 AM,ORD-006327,13,FAB-B,AREA-1,SYS-GAMMA,15,16,32,25,14,21,19,1,6,3,1,5,3,1,75
DEV-0078,MDL-039,2026/03/02 09:19:07 PM,ORD-006328,287,FAB-A,AREA-2,SYS-BETA,59,4,15,15,2,5,10,1,6,3,1,4,2,4,299
DEV-0150,TYP-040,2026/03/09 10:20:33 PM,ORD-006329,29,FAB-C,,SYS-GAMMA,41,6,14,17,3,6,11,1,4,3,2,4,3,1,101
DEV-0037,EQP-049,2026/03/27 02:42:39 PM,ORD-006330,44,FAB-A,AREA-1,SYS-GAMMA,2,4,17,13,1,9,7,2,4,4,1,4,2,1,62
DEV-0039,SER-024,2026/03/23 04:30:07 PM,ORD-006331,120,FAB-A,AREA-1,SYS-GAMMA,3,5,20,13,2,13,7,2,4,4,1,3,2,2,123
DEV-0136,SER-029,2026/03/20 12:57:19 AM,ORD-006332,37,FAB-B,AREA-2,SYS-GAMMA,37,5,21,13,3,14,8,1,2,3,1,5,2,1,97
DEV-0104,TYP-009,2026/03/08 06:31:23 AM,ORD-006333,47,FAB-A,AREA-3,SYS-BETA,9,3,16,8,1,5,3,1,6,2,1,5,3,1,69
DEV-0163,TYP-020,2026/03/12 09:29:37 AM,ORD-006334,492,FAB-B,,SYS-GAMMA,17,17,30,22,15,20,18,1,5,1,1,5,3,34,2057
DEV-0039,SER-024,2026/03/23 06:14:56 PM,ORD-006335,44,FAB-A,AREA-1,SYS-GAMMA,9,8,23,12,5,17,7,2,3,4,1,3,1,1,69
DEV-0065,SER-018,2026/03/19 05:26:03 PM,ORD-006336,919,FAB-B,AREA-2,SYS-ALPHA,16,6,27,10,2,16,4,2,7,3,2,4,3,22,1336
DEV-0129,,2026/03/16 12:59:28 PM,ORD-006337,10,FAB-B,AREA-3,SYS-GAMMA,22,6,27,14,4,18,9,1,5,3,1,4,2,1,82
DEV-0146,EQP-050,2026/03/23 06:38:07 PM,ORD-006338,11,FAB-B,AREA-2,SYS-ALPHA,8,3,8,13,1,4,8,1,2,2,1,2,3,1,68
DEV-0047,,2026/03/16 03:20:10 AM,ORD-006339,187,FAB-C,AREA-2,SYS-GAMMA,1,7,25,10,4,17,5,2,4,3,1,4,2,5,301
DEV-0007,MDL-007,2026/03/10 12:43:04 AM,ORD-006340,3100,FAB-A,,SYS-ALPHA,14,3,22,7,1,14,4,1,5,1,1,3,2,38,2294
DEV-0194,,2026/03/31 11:07:28 AM,ORD-006341,613,FAB-C,,SYS-BETA,11,8,23,16,5,13,13,2,5,2,1,5,1,20,1211
DEV-0025,MDL-016,2026/03/24 01:46:20 PM,ORD-006342,168,FAB-C,AREA-3,SYS-GAMMA,215,4,20,11,3,13,6,1,5,4,1,2,1,2,172
DEV-0160,TYP-004,2026/03/10 04:24:54 AM,ORD-006343,764,FAB-A,,SYS-BETA,14,5,13,17,3,7,11,1,3,3,1,3,3,15,914
DEV-0196,,2026/03/07 11:40:23 PM,ORD-006344,116,FAB-A,AREA-1,SYS-BETA,12,4,23,12,1,14,6,2,6,4,1,3,2,1,72
DEV-0183,SER-037,2026/03/28 11:18:14 PM,ORD-006345,36,FAB-C,,SYS-BETA,15,6,16,15,4,12,10,1,2,2,1,2,3,1,75
DEV-0052,SER-015,2026/03/01 04:05:36 PM,ORD-006346,138,FAB-A,AREA-1,SYS-GAMMA,5,6,27,15,4,19,9,1,4,4,1,4,2,3,185
DEV-0061,TYP-004,2026/03/22 02:04:17 PM,ORD-006347,1367,FAB-C,AREA-1,SYS-ALPHA,1,4,17,9,2,9,4,1,6,3,1,2,2,22,1321
DEV-0001,EQP-028,2026/03/05 02:09:50 AM,ORD-006348,48,FAB-A,AREA-1,SYS-ALPHA,73,6,25,11,3,16,6,2,7,3,1,2,2,1,133
DEV-0176,SER-015,2026/03/14 05:19:07 PM,ORD-006349,40,FAB-C,AREA-1,SYS-GAMMA,20,4,11,7,2,5,3,1,2,2,1,4,2,1,80
DEV-0080,MDL-039,2026/03/18 12:00:21 AM,ORD-006350,105,FAB-A,AREA-1,SYS-BETA,8,5,24,16,2,14,8,1,6,4,2,4,4,2,128
DEV-0028,EQP-049,2026/03/17 05:39:53 PM,ORD-006351,292,FAB-A,AREA-1,SYS-ALPHA,5,10,21,18,8,14,15,1,4,1,1,3,2,12,725
DEV-0163,TYP-020,2026/03/03 01:09:20 PM,ORD-006352,69,FAB-B,,SYS-GAMMA,1,15,33,21,12,24,15,2,6,3,1,3,3,4,241
DEV-0196,,2026/03/02 02:33:28 PM,ORD-006353,50,FAB-A,AREA-1,SYS-BETA,300,6,28,11,4,16,7,2,7,2,1,5,2,1,102
DEV-0103,MDL-003,2026/03/07 11:55:47 AM,ORD-006354,968,FAB-B,AREA-2,SYS-BETA,22,7,20,14,4,11,6,2,5,5,1,4,3,28,1702
DEV-0103,MDL-003,2026/03/07 08:07:58 AM,ORD-006355,155,FAB-B,AREA-2,SYS-BETA,21,7,14,15,207,616,11,1,3,2,1,2,2,4,868
DEV-0160,TYP-004,2026/03/05 04:38:32 AM,ORD-006356,140,FAB-A,,SYS-BETA,16,6,24,13,3,17,8,2,3,4,1,4,1,3,196
DEV-0099,TYP-001,2026/03/31 02:45:17 AM,ORD-006357,4530,FAB-B,AREA-2,SYS-GAMMA,4,5,15,9,3,7,4,1,4,2,1,4,3,94,5644
DEV-0120,MDL-008,2026/03/25 02:06:24 PM,ORD-006358,657,FAB-B,AREA-2,SYS-GAMMA,10,6,13,11,3,5,7,2,3,3,1,5,1,16,970
DEV-0076,MDL-031,2026/03/24 12:15:54 AM,ORD-006359,16,FAB-C,AREA-2,SYS-ALPHA,9,4,22,9,2,17,3,1,3,4,1,2,2,1,69
DEV-0082,TYP-014,2026/03/16 03:39:58 AM,ORD-006360,54,FAB-C,AREA-3,SYS-ALPHA,15,7,22,16,4,12,10,2,6,5,1,4,1,1,75
DEV-0006,SER-018,2026/03/06 02:55:18 PM,ORD-006361,210,FAB-A,AREA-2,SYS-BETA,36,12,32,17,10,25,13,1,2,1,1,5,3,10,636
DEV-0105,,2026/03/12 12:52:41 AM,ORD-006362,25,FAB-A,AREA-3,SYS-ALPHA,25,6,18,11,4,8,6,1,5,2,1,5,3,1,85
DEV-0050,MDL-016,2026/03/26 01:52:14 AM,ORD-006363,5,FAB-A,AREA-1,SYS-BETA,32,6,27,13,3,17,7,2,5,5,1,5,1,1,92
DEV-0191,EQP-028,2026/03/02 10:19:50 PM,ORD-006364,36,FAB-B,,SYS-GAMMA,10,6,20,15,4,13,12,1,2,2,1,5,1,1,70
DEV-0190,,2026/03/15 09:06:29 AM,ORD-006365,442,FAB-B,,SYS-ALPHA,18,4,18,9,1,10,4,2,3,3,1,5,2,7,438
DEV-0044,EQP-050,2026/03/02 08:38:39 PM,ORD-006366,955,FAB-A,AREA-2,SYS-GAMMA,14,6,18,17,3,11,11,2,4,5,1,3,1,23,1394
DEV-0138,SER-006,2026/03/24 11:54:13 AM,ORD-006367,392,FAB-B,AREA-3,SYS-ALPHA,64,8,21,11,5,13,6,1,2,1,2,6,4,13,844
DEV-0070,,2026/03/10 07:33:04 PM,ORD-006368,319,FAB-A,AREA-2,SYS-BETA,3,7,21,15,5,15,9,1,3,4,1,3,2,9,543
DEV-0127,EQP-028,2026/03/27 03:31:11 AM,ORD-006369,1437,FAB-A,AREA-3,SYS-GAMMA,7,3,25,8,1,15,3,1,6,2,1,4,3,17,1027
DEV-0167,SER-044,2026/03/03 07:03:20 AM,ORD-006370,13,FAB-B,AREA-2,SYS-BETA,3,4,12,10,2,6,7,1,2,1,1,4,2,1,63
DEV-0048,TYP-020,2026/03/08 10:28:31 PM,ORD-006371,1386,FAB-B,AREA-3,SYS-BETA,44,6,17,11,3,12,7,2,3,2,1,2,2,34,2084
DEV-0050,MDL-016,2026/03/29 10:40:33 PM,ORD-006372,965,FAB-A,AREA-1,SYS-BETA,36,4,17,13,2,10,8,1,5,2,1,2,3,16,996
DEV-0082,TYP-014,2026/03/20 05:31:25 AM,ORD-006373,36,FAB-C,AREA-3,SYS-ALPHA,5,4,20,9,2,12,3,1,4,3,1,4,3,1,65
DEV-0050,MDL-016,2026/03/07 03:09:52 AM,ORD-006374,717,FAB-A,AREA-1,SYS-BETA,7,4,21,7,1,12,2,2,7,3,1,2,2,11,667
DEV-0116,EQP-043,2026/03/30 09:41:16 AM,ORD-006375,45,FAB-A,,SYS-BETA,8,7,18,10,4,7,5,2,7,3,1,4,2,1,68
DEV-0131,SER-019,2026/03/01 11:14:29 PM,ORD-006376,2132,FAB-C,AREA-2,SYS-ALPHA,1,5,19,12,3,10,6,1,5,4,1,4,2,44,2641
DEV-0062,EQP-026,2026/03/23 12:30:51 AM,ORD-006377,136,FAB-C,AREA-3,SYS-ALPHA,1,22,35,25,18,27,20,2,3,3,2,5,2,12,721
DEV-0186,SER-045,2026/03/25 12:02:58 AM,ORD-006378,23,FAB-B,AREA-1,SYS-GAMMA,7,4,17,7,1,10,3,2,5,3,1,2,1,1,67
DEV-0143,,2026/03/12 08:32:48 AM,ORD-006379,9,FAB-C,AREA-2,SYS-GAMMA,41,7,23,17,4,11,11,2,7,5,1,5,1,1,101
DEV-0170,TYP-042,2026/03/29 02:01:24 AM,ORD-006380,4240,FAB-B,AREA-2,SYS-BETA,45,5,12,10,3,6,6,1,2,1,1,4,3,88,5325
DEV-0028,EQP-049,2026/03/30 06:36:34 AM,ORD-006381,1729,FAB-A,AREA-1,SYS-ALPHA,1142,14,35,25,12,27,19,1,6,4,1,2,2,100,7142
DEV-0021,,2026/03/08 03:52:48 PM,ORD-006382,3974,FAB-B,,SYS-BETA,1,6,21,13,3,14,8,1,2,3,2,5,2,99,5941
DEV-0105,,2026/03/07 09:21:50 AM,ORD-006383,47,FAB-A,AREA-3,SYS-ALPHA,4,6,13,12,3,7,6,2,3,4,1,3,2,1,64
DEV-0083,SER-017,2026/03/21 04:25:34 AM,ORD-006384,985,FAB-B,AREA-2,SYS-GAMMA,21,6,21,18,3,11,11,1,5,3,2,5,4,24,1461
DEV-0046,EQP-034,2026/03/28 12:18:17 PM,ORD-006385,322,FAB-C,,SYS-ALPHA,25,6,25,13,4,17,9,1,3,2,1,5,2,8,505
DEV-0189,SER-033,2026/03/16 02:12:07 AM,ORD-006386,428,FAB-C,AREA-3,SYS-ALPHA,1,17,29,23,14,23,16,2,4,5,1,2,2,30,1801
DEV-0119,,2026/03/06 10:58:30 AM,ORD-006387,88,FAB-C,AREA-3,SYS-ALPHA,23,7,25,17,4,15,12,2,6,4,1,4,1,2,143
DEV-0025,MDL-016,2026/03/03 01:29:57 PM,ORD-006388,415,FAB-C,AREA-3,SYS-GAMMA,5,4,10,12,1,5,5,2,3,4,1,2,3,6,365
DEV-0196,,2026/03/01 07:00:45 PM,ORD-006389,361,FAB-A,AREA-1,SYS-BETA,11,5,16,12,3,11,7,1,3,3,1,2,2,7,431
DEV-0062,EQP-026,2026/03/02 03:52:48 PM,ORD-006390,734,FAB-C,AREA-3,SYS-ALPHA,43,22,39,29,19,30,21,1,3,4,2,6,4,67,4063
DEV-0183,SER-037,2026/03/31 04:29:11 AM,ORD-006391,83,FAB-C,,SYS-BETA,10,5,21,13,3,14,11,1,3,1,1,4,1,1,70
DEV-0068,,2026/03/05 05:05:37 AM,ORD-006392,19,FAB-A,AREA-2,SYS-BETA,61,4,11,6,2,5,4,1,4,1,1,2,1,1,121
DEV-0142,,2026/03/26 05:41:13 AM,ORD-006393,48,FAB-A,,SYS-BETA,3,3,14,14,1,7,8,1,2,3,1,5,3,1,63
DEV-0101,SER-046,2026/03/22 01:13:04 AM,ORD-006394,705,FAB-B,AREA-1,SYS-ALPHA,16,4,16,12,1,8,7,1,4,3,2,4,2,11,676
DEV-0086,TYP-040,2026/03/06 04:03:03 PM,ORD-006395,21,FAB-C,AREA-1,SYS-ALPHA,2,5,19,13,3,8,8,1,6,4,1,5,1,1,62
DEV-0100,SER-017,2026/03/27 03:05:12 AM,ORD-006396,845,FAB-A,,SYS-GAMMA,4,4,19,9,1,12,6,2,3,2,1,4,1,14,844
DEV-0181,TYP-011,2026/03/03 07:13:33 PM,ORD-006397,309,FAB-C,AREA-1,SYS-ALPHA,2,7,28,13,3,18,6,2,4,4,2,6,3,9,542
DEV-0068,,2026/03/19 05:58:42 AM,ORD-006398,25,FAB-A,AREA-2,SYS-BETA,1,6,20,12,3,13,5,2,3,4,1,4,3,1,61
DEV-0043,SER-047,2026/03/29 09:00:58 PM,ORD-006399,4528,FAB-B,AREA-1,SYS-GAMMA,8,6,21,12,4,13,8,1,3,3,1,5,1,113,6788
DEV-0059,MDL-007,2026/03/10 02:21:44 PM,ORD-006400,142,FAB-A,,SYS-BETA,1,3,20,5,1,13,2,1,5,1,1,2,2,1,61
DEV-0041,,2026/03/09 02:42:37 PM,ORD-006401,137,FAB-B,AREA-3,SYS-ALPHA,14,8,20,16,5,9,8,2,6,5,1,5,3,4,254
DEV-0035,TYP-011,2026/03/19 11:21:19 PM,ORD-006402,1330,FAB-B,AREA-1,SYS-GAMMA,35,21,30,27,19,23,24,1,4,2,1,3,1,116,6995
DEV-0164,TYP-048,2026/03/15 02:45:12 AM,ORD-006403,653,FAB-C,AREA-2,SYS-BETA,17,4,19,7,1,10,2,2,4,2,1,5,3,10,617
DEV-0135,TYP-014,2026/03/11 08:39:59 AM,ORD-006404,231,FAB-B,AREA-3,SYS-BETA,16,4,18,10,1,10,5,2,4,3,1,4,2,3,196
DEV-0156,SER-006,2026/03/20 06:55:56 AM,ORD-006405,716,FAB-A,AREA-2,SYS-ALPHA,5,5,22,15,3,14,11,1,5,1,1,3,3,14,845
DEV-0038,TYP-020,2026/03/21 02:43:25 PM,ORD-006406,394,FAB-C,AREA-2,SYS-ALPHA,12,6,11,7,3,6,4,2,3,2,1,2,1,9,552
DEV-0049,,2026/03/30 10:05:04 PM,ORD-006407,85,FAB-C,,SYS-ALPHA,24,5,15,12,2,8,7,2,5,3,1,2,2,1,84
DEV-0022,TYP-005,2026/03/27 02:40:56 AM,ORD-006408,250,FAB-A,AREA-3,SYS-ALPHA,7,5,14,15,3,5,11,1,5,2,1,4,2,5,307
DEV-0146,EQP-050,2026/03/29 07:06:15 PM,ORD-006409,35,FAB-B,AREA-2,SYS-ALPHA,36,6,22,12,3,13,7,2,4,3,1,5,2,1,96
DEV-0163,TYP-020,2026/03/07 05:07:13 AM,ORD-006410,971,FAB-B,,SYS-GAMMA,1,7,29,17,5,19,10,1,6,4,1,4,3,28,1681
DEV-0096,MDL-022,2026/03/22 10:52:12 AM,ORD-006411,32,FAB-A,AREA-3,SYS-GAMMA,11,6,28,13,3,16,5,2,7,5,1,5,3,1,71
DEV-0186,SER-045,2026/03/26 08:21:34 AM,ORD-006412,38,FAB-B,AREA-1,SYS-GAMMA,11,4,19,12,2,10,5,1,4,4,1,5,3,1,71
DEV-0123,MDL-039,2026/03/04 02:16:56 PM,ORD-006413,300,FAB-C,AREA-1,SYS-BETA,6,6,17,15,3,11,7,2,4,5,1,2,3,7,426
DEV-0091,,2026/03/07 07:38:35 AM,ORD-006414,236,FAB-C,AREA-1,SYS-GAMMA,6,7,17,12,4,11,7,2,3,4,1,3,1,6,366
DEV-0123,MDL-039,2026/03/17 05:56:16 AM,ORD-006415,36,FAB-C,AREA-1,SYS-BETA,10,6,19,14,3,10,8,2,6,5,1,3,1,1,70
DEV-0088,,2026/03/10 02:22:20 PM,ORD-006416,1061,FAB-B,AREA-1,SYS-ALPHA,21,5,19,11,2,11,6,2,6,2,1,2,3,22,1341
DEV-0150,TYP-040,2026/03/04 12:20:48 AM,ORD-006417,945,FAB-C,,SYS-GAMMA,1,7,20,15,4,13,9,2,3,5,1,4,1,27,1621
DEV-0082,TYP-014,2026/03/17 03:41:45 AM,ORD-006418,82,FAB-C,AREA-3,SYS-ALPHA,30,8,21,16,5,13,11,1,4,1,2,4,4,2,150
DEV-0196,,2026/03/25 01:27:26 AM,ORD-006419,16,FAB-A,AREA-1,SYS-BETA,7,8,14,16,5,7,8,2,5,5,1,2,3,1,67
DEV-0051,SER-002,2026/03/30 06:07:26 AM,ORD-006420,251,FAB-C,AREA-2,SYS-GAMMA,31,6,27,19,4,19,12,1,3,4,1,5,3,6,391
DEV-0033,,2026/03/15 08:34:44 AM,ORD-006421,1009,FAB-C,AREA-3,SYS-GAMMA,36,5,23,16,2,13,8,2,7,5,1,3,3,21,1296
DEV-0094,,2026/03/23 06:30:16 AM,ORD-006422,196,FAB-A,AREA-2,SYS-BETA,19,5,16,12,1,6,6,2,4,4,2,6,2,4,259
DEV-0056,MDL-032,2026/03/09 03:11:51 AM,ORD-006423,410,FAB-A,AREA-2,SYS-GAMMA,12,6,25,17,3,17,11,2,4,5,1,4,1,10,612
DEV-0037,EQP-049,2026/03/30 09:13:24 AM,ORD-006424,1812,FAB-A,AREA-1,SYS-GAMMA,7,8,24,19,4,14,10,2,4,5,2,6,4,60,3607
DEV-0154,SER-029,2026/03/07 10:02:16 AM,ORD-006425,1590,FAB-A,AREA-3,SYS-ALPHA,20,8,28,16,5,19,13,2,4,2,1,5,1,53,3200
DEV-0001,EQP-028,2026/03/31 01:21:31 AM,ORD-006426,132,FAB-A,AREA-1,SYS-ALPHA,23,3,7,13,1,3,6,1,2,4,1,2,3,1,83
DEV-0138,SER-006,2026/03/05 12:36:01 AM,ORD-006427,238,FAB-B,AREA-3,SYS-ALPHA,1,4,22,12,2,15,8,1,5,3,1,2,1,3,181
DEV-0014,SER-018,2026/03/14 10:30:34 PM,ORD-006428,153,FAB-B,AREA-3,SYS-ALPHA,4,7,27,11,4,17,5,1,5,2,2,5,4,4,244
DEV-0031,SER-030,2026/03/28 09:02:10 PM,ORD-006429,1001,FAB-C,AREA-3,SYS-GAMMA,23,5,14,11,2,4,5,2,6,3,1,4,3,20,1223
DEV-0097,MDL-032,2026/03/30 01:46:27 PM,ORD-006430,453,FAB-B,AREA-1,SYS-ALPHA,1,5,18,10,3,11,7,1,4,1,1,3,2,9,541
DEV-0058,,2026/03/08 10:42:47 AM,ORD-006431,163,FAB-B,,SYS-ALPHA,9,4,23,16,1,12,9,2,6,5,1,5,2,2,129
DEV-0125,MDL-003,2026/03/06 11:39:29 AM,ORD-006432,689,FAB-C,,SYS-ALPHA,15,6,11,16,3,5,11,2,3,2,1,3,3,17,1035
DEV-0183,SER-037,2026/03/22 11:23:18 PM,ORD-006433,8,FAB-C,,SYS-BETA,17,5,12,15,2,4,10,2,4,4,1,4,1,1,77
DEV-0001,EQP-028,2026/03/25 01:06:38 AM,ORD-006434,1916,FAB-A,AREA-1,SYS-ALPHA,6,4,16,12,2,10,10,1,3,1,1,3,1,31,1866
DEV-0198,SER-037,2026/03/17 05:49:16 PM,ORD-006435,170,FAB-C,,SYS-BETA,8,6,22,13,3,14,7,2,3,4,1,5,2,4,248
DEV-0164,TYP-048,2026/03/12 06:02:02 PM,ORD-006436,1696,FAB-C,AREA-2,SYS-BETA,19,5,21,10,2,12,4,2,6,3,1,3,3,35,2119
DEV-0034,MDL-022,2026/03/12 04:22:33 PM,ORD-006437,11,FAB-A,AREA-3,SYS-BETA,19,4,16,8,2,10,3,1,3,3,1,3,2,1,79
DEV-0077,SER-033,2026/03/02 05:54:44 AM,ORD-006438,1082,FAB-A,AREA-2,SYS-ALPHA,1,3,18,6,1,11,2,1,5,3,1,2,1,13,781
DEV-0057,,2026/03/22 08:04:57 AM,ORD-006439,1164,FAB-C,,SYS-ALPHA,3,23,40,29,21,34,23,1,2,4,1,4,2,111,6663
